time(s),volume(cm3)
0,1
0.000047895432,0.97104739
0.0010375379,0.9566053
0.0011517933,1.0045944
0.0012095472,1.1008513
0.0042643796,0.97750404
0.0044986577,0.89857625
0.004645855,1.032279
0.0049640256,1.0803623
0.0058141562,0.9307006
0.0075506126,1.0872597
0.0076322334,1.1514124
0.0078226178,0.96209732
0.0090865533,0.94888709
0.013299116,1.0369682
0.013395298,0.95575084
0.015906282,0.93757096
0.016164685,0.99882632
0.016432754,0.93776607
0.016532021,1.0523007
0.017261847,1.0736064
0.01742364,0.91480355
0.018260155,0.96703516
0.018530561,0.91693318
0.018912751,0.95313001
0.019044744,1.0949808
0.019174594,1.0457347
0.019604951,1.0995474
0.019704244,0.98796205
0.020163158,0.92157492
0.020264349,0.96291196
0.021138714,0.93409628
0.021442634,1.0767434
0.021869104,0.94933591
0.025042224,0.9508232
0.025163397,1.1181432
0.025832565,1.0470363
0.026060956,0.92323277
0.026983068,1.0154078
0.027044908,0.95296052
0.027847086,0.963955
0.027951576,1.1293081
0.028000302,1.0884002
0.030070934,1.0088125
0.039558343,0.96242567
0.039704362,1.1031277
0.040983337,1.0195268
0.041033776,1.0768219
0.042159717,1.080983
0.042216555,1.0108142
0.05159676,0.96244155
0.051959872,1.1368291
0.052611683,0.93756325
0.055724944,1.0247805
0.055804837,0.93137504
0.058450417,1.0282271
0.058499699,0.95799289
0.058821648,0.95287382
0.059479555,1.1439037
0.060291776,0.98398786
0.063557688,0.94606956
0.064298279,1.0606703
0.064377881,0.98156025
0.065127277,1.0847842
0.065304065,0.91987508
0.065551531,0.99750596
0.065993153,0.91112033
0.06632824,1.0932499
0.066725621,0.96852879
0.068980366,0.93508374
0.069351417,1.0969624
0.06990988,1.0327915
0.073667176,0.96081873
0.078304933,1.0480472
0.078381385,1.0318031
0.083020314,0.98508867
0.084301042,0.92110346
0.084522986,1.0124145
0.085947782,0.9870366
0.086070288,0.87401472
0.086636554,1.0083569
0.087852517,0.87640535
0.088210452,0.95023376
0.088581502,0.81223689
0.089882441,0.74312469
0.092352205,0.65277112
0.094014385,0.54462332
0.094074064,0.52314498
0.095914245,0.42584385
0.097069649,0.34329725
0.097759747,0.29797892
0.098796154,0.23114376
0.099514833,0.18332611
0.10096599,0.12635506
0.10194381,0.1199544
0.10581659,0.12502024
0.11923042,0.13116616
0.15905176,0.13892332
0.22869891,0.14720188
0.35737836,0.15713797
0.49995,0.16556235
