,mass,volume,temperature,AR,HE,N2,H2,H,O,O2,OH,H2O,HO2,H2O2,CO,CO2,C,CH,CH2,CH2(S),CH3,CH4,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,CH3CO,H2CC,OH*,CH*
3.97052132308602e-07,0.3193304196056018,1.0,1396.999997378947,0.9519877196376126,0.0,0.0,0.0015605694031804536,4.331961457746701e-12,6.285696845923768e-11,0.02476939459887895,3.832674354980507e-12,5.141739353059785e-13,1.37927585643557e-10,1.1911744610643521e-14,0.021682315973874735,1.769526501469277e-10,8.258830522966635e-32,3.354987298943744e-27,6.855901157278221e-27,1.5844073470271745e-28,9.636011231742954e-28,9.977238653563969e-31,2.507128945471365e-14,3.646134329051314e-17,5.158244445634223e-28,2.2870042931501434e-29,1.8345341017647427e-31,1.502142813688734e-38,3.379487679102745e-36,4.764606297742586e-44,6.542111769123561e-43,5.652040046023484e-53,6.526157684492265e-54,9.326386349489157e-29,3.1435058240359046e-29,7.641472611011105e-36,5.503985160751499e-38,1.541739075867483e-33,8.309461247465281e-41,4.526456062641514e-26,4.949106352299135e-38
4.81422007242818e-07,0.3193304196056018,1.0,1396.9999968218588,0.9519877196376126,0.0,0.0,0.001560569401186026,5.2899266988618835e-12,7.586501519923315e-11,0.024769394541859426,5.4924022638488e-12,8.909005276465722e-13,1.6724677513846396e-10,1.749375038211586e-14,0.021682315949908302,2.146006872604804e-10,1.0390787290293554e-31,4.1571664736758395e-27,1.0059930151284139e-26,2.1853480240757636e-28,1.542515625100502e-27,1.901074571587623e-30,3.017658355060708e-14,4.46422926942873e-17,7.911392323516701e-28,3.634397087701374e-29,3.403964417134668e-31,1.9175828694147e-38,6.079854880891043e-36,8.35382713636794e-44,1.2813971069560728e-42,1.5470235392121134e-52,1.9373042474515451e-53,1.4194992535554578e-28,5.659327649013418e-29,1.4318756646361028e-35,1.066199058341849e-37,2.48224980219181e-33,1.3474261362357554e-40,6.708110985900708e-26,6.198682490559174e-38
5.657918821770342e-07,0.3193304196056018,1.0,1396.9999962654078,0.9519877196376126,0.0,0.0,0.0015605693991452266,6.263434172424861e-12,8.875980751282789e-11,0.024769394484580702,7.397327564855107e-12,1.4117247277027386e-12,1.965699889782123e-10,2.4141306809979318e-14,0.021682315925926312,2.5227319473348723e-10,1.2501200470424128e-31,4.952028314622235e-27,1.3700985214520953e-26,2.852738304242396e-28,2.293214728470441e-27,3.282946618520895e-30,3.526319618164018e-14,5.29646541977181e-17,1.134187802671206e-27,5.346369546143535e-29,5.738213659938585e-31,2.33000771236557e-38,9.87572296136141e-36,1.340005489563753e-43,2.2475459550546554e-42,3.6164925296355e-52,4.899884133322448e-53,2.0030965979509924e-28,9.197096338423488e-29,2.431771789584726e-35,1.867789921917686e-37,3.7056564054426464e-33,2.007475101583269e-40,9.319763450004078e-26,7.434286861547302e-38
6.501617571112503e-07,0.3193304196056018,1.0,1396.9999957098594,0.9519877196376126,0.0,0.0,0.0015605693970561186,7.25338550236843e-12,1.0154557394281555e-10,0.024769394427038422,9.527777132237138e-12,2.0962439036393986e-12,2.2589734127219766e-10,3.1852210804941997e-14,0.02168231590192677,2.899732827761982e-10,1.4593748885331506e-31,5.745010061212061e-27,1.7711517366641527e-26,3.5766201043332033e-28,3.2292827513946284e-27,5.274075953099368e-30,4.0350253501810185e-14,6.142941575073322e-17,1.5480723105729567e-27,7.442238808374997e-29,9.017772687827187e-31,2.740334373012198e-38,1.4902809158815652e-35,2.0155727517914264e-43,3.638739427792982e-42,7.493392375412923e-52,1.0977820792190321e-52,2.680216033897314e-28,1.3883297252481186e-28,3.8419145561681933e-35,3.03950026612892e-37,5.2346773748078285e-33,2.8156576703210444e-40,1.2364148371615607e-25,8.666063644050924e-38
7.345316320454664e-07,0.3193304196056018,1.0,1396.9999951554514,0.9519877196376126,0.0,0.0,0.0015605693949169539,8.260575678798191e-12,1.1422653080148504e-10,0.024769394369228023,1.186615682400425e-11,2.9622007531207288e-12,2.5522895297444096e-10,4.0624295060140545e-14,0.021682315877907858,3.2770377668169306e-10,1.6671791683884706e-31,6.539459572208447e-27,2.2039422979285265e-26,4.349372867167321e-28,4.362196785186353e-27,8.013564686194947e-30,4.545343723406163e-14,7.003863331425327e-17,2.035602493457951e-27,9.941295623496038e-29,1.3429898730895114e-30,3.1505238075560033e-38,2.1274643996482917e-35,2.887822981773579e-43,5.543019067356675e-42,1.4153520819691298e-51,2.2380709901612383e-52,3.44833119345218e-28,1.9823502294153892e-28,5.740683746307586e-35,4.673137116382008e-37,7.088491470776135e-33,3.7760014756144396e-40,1.5845261906074087e-25,9.89975973226011e-38
8.997660714088502e-07,0.3193304196056018,1.0,1396.9999940737612,0.9519877196376126,0.0,0.0,0.0015605693905766506,1.0285604859651311e-11,1.387740621235518e-10,0.02476939425521392,1.6989929662999076e-11,5.243622343462217e-12,3.1268637380133016e-10,6.087007907204002e-14,0.02168231583080574,4.0169477505643787e-10,2.0701385534997135e-31,8.106564505173486e-27,3.1292520388846556e-26,5.98365823227377e-28,7.187405475965707e-27,1.6117741575956817e-29,5.5541210023514157e-14,8.732775126445961e-17,3.2135643993925477e-27,1.60788620043977e-28,2.610720380487104e-30,3.958453800450386e-38,3.800194432930302e-35,5.270637864254731e-43,1.1108185872952492e-41,4.063976164679245e-51,7.456893930409218e-52,5.2091026505186425e-28,3.5416624493039707e-28,1.1170137405614259e-34,9.5992551870116e-37,1.1720425811815831e-32,6.115433791946908e-40,2.394682505499857e-25,1.2331805827037749e-37
1.0650005107722341e-06,0.3193304196056018,1.0,1396.9999929986402,0.9519877196376126,0.0,0.0,0.0015605693860280575,1.2383747961177304e-11,1.62967384380046e-10,0.024769394140115572,2.27480906703982e-11,8.390272487697758e-12,3.701616550961421e-10,8.516189794726744e-14,0.021682315783612235,4.758290781525065e-10,2.467950602420627e-31,9.698839958484063e-27,4.138825055649326e-26,7.750183918554119e-28,1.0868149024625109e-26,2.883281878230911e-29,6.581705910285187e-14,1.0515273471918526e-16,4.704252559558823e-27,2.4004673364671473e-28,4.5431659545533384e-30,4.778279332720198e-38,6.0863322086511e-35,8.735560239712514e-43,1.9702782418533253e-41,9.640198212451291e-51,2.0153080546004817e-51,7.299610928026153e-28,5.672233295977248e-28,1.933958849577879e-34,1.749637246268608e-36,1.776585797713894e-32,9.099708725536442e-40,3.3787132760353896e-25,1.4800904055236e-37
1.230234950135618e-06,0.3193304196056018,1.0,1396.9999919312916,0.9519877196376126,0.0,0.0,0.0015605693812620605,1.4558665799087256e-11,1.8683802992712897e-10,0.02476939402389361,2.905227950558188e-11,1.249725775908909e-11,4.2765587624397834e-10,1.1348391871518298e-13,0.021682315736317688,5.501217612827278e-10,2.8609621664680558e-31,1.1326657223823684e-26,5.216941538257907e-26,9.626021397096528e-28,1.5458275868935473e-26,4.740339621287063e-29,7.634071284193163e-14,1.2353422772097878e-16,6.524069240319513e-27,3.3862004132377924e-28,7.305212512752746e-30,5.615143021823374e-38,9.037364043091495e-35,1.3528397658101794e-42,3.208748599964711e-41,2.0028988396429785e-50,4.6824900869924324e-51,9.710962594167613e-28,8.42134692318323e-28,3.0795300990432248e-34,2.9254091017191644e-36,2.53144814505764e-32,1.2778587882045701e-39,4.541316239949614e-25,1.7323682577897442e-37
1.395469389499002e-06,0.3193304196056018,1.0,1396.9999908727154,0.9519877196376126,0.0,0.0,0.001560569376270881,1.6813242964175382e-11,2.1041725141530092e-10,0.024769393906506725,3.583061626404859e-11,1.7645569346659035e-11,4.851701757854714e-10,1.4582046577436716e-13,0.0216823156889138,6.245857960201411e-10,3.2496878239703037e-31,1.2997546825470042e-26,6.354407892442422e-26,1.15986806646558e-27,2.1003428467531968e-26,7.315215437314183e-29,8.71544298317126e-14,1.425291121384598e-16,8.696455981619382e-27,4.586407180140746e-28,1.1075156644578e-29,6.472985351052514e-38,1.2695863329522898e-34,1.993691904118566e-42,4.908780838003441e-41,3.784758552005921e-50,9.764305755094588e-51,1.243727681266548e-27,1.1827782936030618e-27,4.605199309888989e-34,4.5846911785182884e-36,3.4442148937902153e-32,1.7210186685705226e-39,5.888514642486413e-25,1.9912334152103366e-37
1.560703828862386e-06,0.3193304196056018,1.0,1396.9999898237352,0.9519877196376126,0.0,0.0,0.001560569371047917,1.9149686228157105e-11,2.337358306872244e-10,0.024769393787912136,4.3024546887036614e-11,2.3904949401092796e-11,5.427057425598151e-10,1.8215602036390594e-13,0.021682315641393477,6.992322811648715e-10,3.6346880937203053e-31,1.4716786066290877e-26,7.546099052352485e-26,1.3661372327345807e-27,2.7544968126772317e-26,1.074680319507031e-28,9.828877778195047e-14,1.621749791213102e-16,1.1246157685490323e-26,6.0229591892982615e-28,1.6046519785694782e-29,7.354962472879546e-38,1.7099390150799265e-34,2.8289763538695435e-42,7.160402161665856e-41,6.654016340008783e-50,1.8752694363427199e-50,1.5474794672507288e-27,1.5925481660695614e-27,6.559046097846105e-34,6.832484903960422e-36,4.52174961601659e-32,2.246284243755167e-39,7.426822495292122e-25,2.2575299798085657e-37
