"time(s), volume(cm3)",
0,9.684168724
0.0004,9.603154407
0.0008,9.581094801
0.0012,9.625942888
0.0016,9.665668193
0.002,9.651233922
0.0024,9.610584714
0.0028,9.597552694
0.0032,9.621451133
0.0036,9.645566205
0.004,9.640212035
0.0044,9.618636778
0.0048,9.612406438
0.0052,9.628381152
0.0056,9.643194212
0.006,9.636544635
0.0064,9.617268331
0.0068,9.609446549
0.0072,9.621298959
0.0076,9.637919525
0.008,9.642123439
0.0084,9.634941176
0.0088,9.630210803
0.0092,9.634101516
0.0096,9.638225121
0.01,9.632804203
0.0104,9.621146787
0.0108,9.615520425
0.0112,9.621907697
0.0116,9.633414654
0.012,9.638912791
0.0124,9.635628293
0.0128,9.628914716
0.0132,9.623734464
0.0136,9.619321175
0.014,9.613849212
0.0144,9.609825902
0.0148,9.611495475
0.0152,9.618560741
0.0156,9.625181229
0.016,9.625942888
0.0164,9.621831602
0.0168,9.617648409
0.0172,9.615900341
0.0176,9.614456848
0.018,9.611115967
0.0184,9.607701974
0.0188,9.606943696
0.0192,9.608081166
0.0196,9.606337176
0.02,9.598233574
0.0204,9.586447667
0.0208,9.576200436
0.0212,9.56935817
0.0216,9.562227367
0.022,9.550245727
0.0224,9.533158135
0.0228,9.514585228
0.0232,9.497720567
0.0236,9.482469818
0.024,9.467496167
0.0244,9.452431876
0.0248,9.438005474
0.0252,9.423848025
0.0256,9.408151738
0.026,9.390431748
0.0264,9.372646716
0.0268,9.357220728
0.0272,9.343345521
0.0276,9.327749224
0.028,9.307705819
0.0284,9.284122471
0.0288,9.259496232
0.0292,9.235091726
0.0296,9.209601126
0.03,9.182228563
0.0304,9.15443643
0.0308,9.128387302
0.0312,9.103647161
0.0316,9.077270915
0.032,9.047119103
0.0324,9.014391563
0.0328,8.982069497
0.0332,8.951559304
0.0336,8.920908202
0.034,8.887973646
0.0344,8.852880205
0.0348,8.817427229
0.0352,8.782489212
0.0356,8.746717105
0.036,8.708693039
0.0364,8.668966993
0.0368,8.629544517
0.0372,8.590655594
0.0376,8.550096466
0.038,8.505419406
0.0384,8.457232318
0.0388,8.40945707
0.0392,8.365706187
0.0396,8.326386733
0.04,8.28873059
0.0404,8.249081325
0.0408,8.204995587
0.0412,8.155561025
0.0416,8.10131851
0.042,8.044306489
0.0424,7.987779863
0.0428,7.934158295
0.0432,7.883325895
0.0436,7.832542069
0.044,7.779043164
0.0444,7.722338327
0.0448,7.664442501
0.0452,7.607329402
0.0456,7.551026337
0.046,7.493776493
0.0464,7.434321288
