"time(s), volume(cm3)",
0,9.814158434
0.0004,9.798974542
0.0008,9.779734707
0.0012,9.765347623
0.0016,9.758935393
0.002,9.758020166
0.0024,9.758569277
0.0028,9.75881335
0.0032,9.759606687
0.0036,9.761682282
0.004,9.763942194
0.0044,9.764003288
0.0048,9.761132757
0.0052,9.75710514
0.0056,9.754727018
0.006,9.755580547
0.0064,9.758691312
0.0068,9.761621219
0.0072,9.762354019
0.0076,9.760888549
0.008,9.758569277
0.0084,9.75710514
0.0088,9.757044147
0.0092,9.758081176
0.0096,9.759179487
0.01,9.759972892
0.0104,9.760949601
0.0108,9.763025864
0.0112,9.766203334
0.0116,9.769260884
0.012,9.770178586
0.0124,9.767976439
0.0128,9.763575637
0.0132,9.759240514
0.0136,9.757044147
0.014,9.757654133
0.0144,9.760400173
0.0148,9.764186581
0.0152,9.767854132
0.0156,9.770300963
0.016,9.770300963
0.0164,9.767364938
0.0168,9.762354019
0.0172,9.757593129
0.0176,9.755458604
0.018,9.756922161
0.0184,9.760705401
0.0188,9.764308781
0.0192,9.765469856
0.0196,9.763514549
0.02,9.759484625
0.0204,9.75515376
0.0208,9.752106562
0.0212,9.750644699
0.0216,9.749548641
0.022,9.746870604
0.0224,9.741276642
0.0228,9.732717896
0.0232,9.723148188
0.0236,9.714747504
0.024,9.708593798
0.0244,9.703653331
0.0248,9.697395852
0.0252,9.687667464
0.0256,9.674432886
0.026,9.659572254
0.0264,9.645536825
0.0268,9.633620592
0.0272,9.623214801
0.0276,9.612717544
0.028,9.60066124
0.0284,9.586298927
0.0288,9.569421908
0.0292,9.550235582
0.0296,9.529349959
0.03,9.508341523
0.0304,9.489155155
0.0308,9.472733027
0.0312,9.457624453
0.0316,9.440878183
0.032,9.420267521
0.0324,9.395908004
0.0328,9.370086725
0.0332,9.344761924
0.0336,9.319651795
0.034,9.292685915
0.0344,9.262391534
0.0348,9.229863846
0.0352,9.19834624
0.0356,9.170506299
0.036,9.146373254
0.0364,9.123274234
0.0368,9.097929402
0.0372,9.06873931
0.0376,9.036301633
0.038,9.002012972
0.0384,8.966526203
0.0388,8.929432523
0.0392,8.88985103
0.0396,8.847912669
0.04,8.805091908
0.0404,8.763654056
0.0408,8.725109628
0.0412,8.689422738
0.0416,8.655088728
0.042,8.620203508
0.0424,8.582934515
