"time(s), volume(cm3)",
0,9.565389086
0.0004,9.560988875
0.0008,9.556227331
0.0012,9.552934136
0.0016,9.552568388
0.002,9.554946326
0.0024,9.558698974
0.0028,9.562088481
0.0032,9.564288586
0.0036,9.565480807
0.004,9.565939447
0.0044,9.565664259
0.0048,9.564930508
0.0052,9.564655388
0.0056,9.566214654
0.006,9.570069524
0.0064,9.575123076
0.0068,9.578618281
0.0072,9.578434249
0.0076,9.574111863
0.008,9.567407438
0.0084,9.561172121
0.0088,9.557874926
0.0092,9.558515839
0.0096,9.562730056
0.01,9.56850878
0.0104,9.57282523
0.0108,9.573100905
0.0112,9.568967761
0.0116,9.562455084
0.012,9.557142579
0.0124,9.555129301
0.0128,9.555861287
0.0132,9.556959514
0.0136,9.556044306
0.014,9.552934136
0.0144,9.549369509
0.0148,9.547360072
0.0152,9.547086132
0.0156,9.546903518
0.016,9.544804039
0.0164,9.5395145
0.0168,9.531320195
0.0172,9.521781016
0.0176,9.512716876
0.018,9.506022432
0.0184,9.502498723
0.0188,9.50168599
0.0192,9.501776285
0.0196,9.500602607
0.02,9.496542496
0.0204,9.488434461
0.0208,9.476482269
0.0212,9.461524532
0.0216,9.445553329
0.022,9.430887156
0.0224,9.41928107
0.0228,9.411238521
0.0232,9.404798437
0.0236,9.396960784
0.024,9.384399729
0.0244,9.365588131
0.0248,9.341394921
0.0252,9.31501994
0.0256,9.290959989
0.026,9.272584022
0.0264,9.259643959
0.0268,9.24835606
0.0272,9.233046023
0.0276,9.210569772
0.028,9.182549771
0.0284,9.153735896
0.0288,9.128337308
0.0292,9.106289405
0.0296,9.084447123
0.03,9.059495905
0.0304,9.030935507
0.0308,9.000039842
0.0312,8.968128747
0.0316,8.935230316
0.032,8.900985676
0.0324,8.866125585
0.0328,8.832496389
0.0332,8.800899427
0.0336,8.77031417
0.034,8.738640494
0.0344,8.704879242
0.0348,8.669964244
0.0352,8.635591818
0.0356,8.602466427
0.036,8.569849497
0.0364,8.535904461
0.0368,8.499350171
0.0372,8.459787858
0.0376,8.417796635
0.038,8.374676973
0.0384,8.331539023
0.0388,8.288654855
0.0392,8.244792886
0.0396,8.198272274
0.04,8.148640222
0.0404,8.097965189
0.0408,8.049673478
0.0412,8.005675117
0.0416,7.96504159
0.042,7.924532154
0.0424,7.881292608
0.0428,7.834630318
0.0432,7.785207182
0.0436,7.733882642
0.044,7.680594915
0.0444,7.625563803
0.0448,7.569957484
0.0452,7.515183448
0.0456,7.461683457
0.046,7.408053607
0.0464,7.352387225
0.0468,7.293887602
0.0472,7.233595672
0.0476,7.173094093
0.048,7.11311517
0.0484,7.0531204
0.0488,6.992348712
0.0492,6.930706778
0.0496,6.868875392
0.05,6.807482485
0.0504,6.746254504
0.0508,6.684225238
0.0512,6.620318266
0.0516,6.554508972
0.052,6.487604148
0.0524,6.420888174
0.0528,6.354895501
0.0532,6.28917938
0.0536,6.222763095
0.054,6.15506281
0.0544,6.086487738
0.0548,6.017602027
0.0552,5.948464761
0.0556,5.878483925
0.056,5.807167409
0.0564,5.735035045
0.0568,5.663183101
0.0572,5.59209164
0.0576,5.520835282
0.058,5.447830694
0.0584,5.372319186
0.0588,5.29510163
0.0592,5.217866728
0.0596,5.141644623
0.06,5.066162924
0.0604,4.990640001
0.0608,4.914830718
0.0612,4.839323537
0.0616,4.764871341
0.062,4.691407403
0.0624,4.617893651
0.0628,4.543140312
0.0632,4.466521938
0.0636,4.388319784
0.064,4.309347476
0.0644,4.230316652
0.0648,4.151413214
0.0652,4.072415942
0.0656,3.993115701
0.066,3.913573125
0.0664,3.83415489
0.0668,3.755087924
0.0672,3.676122785
0.0676,3.596701164
0.068,3.516458589
0.0684,3.435508356
0.0688,3.354219205
0.0692,3.272783728
0.0696,3.19115269
