VPRO   0.0000000      1.0000000    
VPRO  0.30050351E-03  1.0330734    
VPRO  0.41168874E-03  1.1270628    
VPRO  0.72344949E-03  1.1647833    
VPRO  0.14917667E-02  1.1443162    
VPRO  0.16520894E-02  1.0699721    
VPRO  0.33377689E-01  1.0551755    
VPRO  0.33574776E-01  1.1571310    
VPRO  0.37527633E-01  1.0169814    
VPRO  0.37698051E-01  1.1791612    
VPRO  0.38039022E-01  1.1187474    
VPRO  0.38122973E-01  1.0022273    
VPRO  0.38310612E-01  1.0356195    
VPRO  0.38456045E-01  1.2047419    
VPRO  0.38609204E-01  1.1564316    
VPRO  0.38738920E-01  1.0258198    
VPRO  0.38802062E-01  1.0688839    
VPRO  0.48737880E-01  1.0672763    
VPRO  0.48847260E-01  1.1719174    
VPRO  0.48993664E-01  1.0911240    
VPRO  0.49111053E-01  1.2027326    
VPRO  0.49352976E-01 0.97364890    
VPRO  0.49558405E-01  1.1634708    
VPRO  0.50303565E-01  1.1427513    
VPRO  0.50401463E-01  1.0271650    
VPRO  0.50546076E-01  1.0538551    
VPRO  0.57291869E-01  1.0267946    
VPRO  0.57391467E-01  1.0077193    
VPRO  0.59888500E-01  1.0869956    
VPRO  0.60217986E-01  1.0247984    
VPRO  0.61391896E-01  1.0374250    
VPRO  0.61499581E-01  1.1326033    
VPRO  0.61664667E-01  1.0687199    
VPRO  0.61755850E-01  1.1634725    
VPRO  0.61932421E-01  1.2093766    
VPRO  0.62144740E-01  1.0335037    
VPRO  0.63308184E-01  1.0415541    
VPRO  0.63401161E-01  1.1315109    
VPRO  0.63807276E-01  1.0359156    
VPRO  0.64500684E-01  1.0046339    
VPRO  0.65548315E-01  1.1554148    
VPRO  0.66181230E-01  1.0122441    
VPRO  0.66409149E-01  1.0239919    
VPRO  0.66724508E-01  1.1819652    
VPRO  0.66964247E-01  1.0469031    
VPRO  0.67543733E-01  1.0040773    
VPRO  0.67644325E-01  1.1526348    
VPRO  0.67733527E-01  1.0595124    
VPRO  0.69165661E-01 0.99283010    
VPRO  0.69391791E-01  1.0463662    
VPRO  0.69501868E-01  1.2204728    
VPRO  0.69810417E-01  1.1112718    
VPRO  0.69930899E-01  1.0450934    
VPRO  0.74947558E-01  1.0589966    
VPRO  0.75026192E-01  1.0246672    
VPRO  0.77062093E-01  1.0677832    
VPRO  0.78003983E-01  1.1924016    
VPRO  0.78386147E-01  1.0137476    
VPRO  0.78603900E-01  1.0264117    
VPRO  0.81758817E-01  1.0458965    
VPRO  0.81846879E-01  1.0277570    
VPRO  0.81955412E-01  1.1789746    
VPRO  0.82084812E-01 0.99708024    
VPRO  0.82155062E-01  1.0072912    
VPRO  0.82402998E-01  1.2135956    
VPRO  0.82500960E-01  1.1428913    
VPRO  0.82610683E-01  1.1895564    
VPRO  0.82709543E-01  1.1004559    
VPRO  0.86099985E-01 0.99720610    
VPRO  0.86207466E-01  1.1369629    
VPRO  0.86396330E-01  1.1204753    
VPRO  0.86484405E-01 0.99554879    
VPRO  0.87517819E-01 0.97657796    
VPRO  0.88324149E-01 0.92400203    
VPRO  0.88539921E-01  1.0479237    
VPRO  0.88767231E-01 0.89767100    
VPRO  0.89390021E-01 0.88186016    
VPRO  0.89873033E-01 0.96874461    
VPRO  0.90211371E-01 0.93905860    
VPRO  0.90319332E-01 0.85867795    
VPRO  0.90535675E-01 0.82154098    
VPRO  0.91293128E-01 0.86665371    
VPRO  0.91451275E-01 0.80137386    
VPRO  0.93669488E-01 0.64985645    
VPRO  0.95192746E-01 0.54809432    
VPRO  0.95426484E-01 0.56631627    
VPRO  0.96012427E-01 0.49258262    
VPRO  0.97189534E-01 0.43400161    
VPRO  0.97814807E-01 0.39005825    
VPRO  0.99306017E-01 0.28702042    
VPRO  0.10004715     0.23695834    
VPRO  0.10146744     0.16260227    
VPRO  0.10250943     0.12342455    
VPRO  0.10355115     0.11373891    
VPRO  0.10771108     0.11844228    
VPRO  0.12227559     0.12433500    
VPRO  0.15669412     0.13159230    
VPRO  0.21462086     0.13914601    
VPRO  0.32005342     0.14859691    
VPRO  0.49991187     0.15863609    
VPRO  0.49995000     0.15873455    

