"time(s), volume(cm3)",
0,9.857384707
0.0004,9.856401326
0.0008,9.853821045
0.0012,9.849728618
0.0016,9.845517589
0.002,9.843025672
0.0024,9.843474924
0.0028,9.846294062
0.0032,9.849646809
0.0036,9.852019885
0.004,9.853288803
0.0044,9.854476204
0.0048,9.856032616
0.0052,9.857261772
0.0056,9.856770066
0.006,9.854435253
0.0064,9.851528793
0.0068,9.849769521
0.0072,9.849524101
0.0076,9.849605906
0.008,9.848828819
0.0084,9.847520366
0.0088,9.84739772
0.0092,9.849646809
0.0096,9.853493504
0.01,9.856401326
0.0104,9.856196483
0.0108,9.852756629
0.0112,9.847970101
0.0116,9.844332722
0.012,9.84318903
0.0124,9.844618694
0.0128,9.847561249
0.0132,9.850792265
0.0136,9.853452562
0.014,9.855172423
0.0144,9.856114549
0.0148,9.856483265
0.0152,9.856319387
0.0156,9.855254338
0.016,9.853043176
0.0164,9.850178589
0.0168,9.847929214
0.0172,9.847683901
0.0176,9.850014957
0.018,9.854189559
0.0184,9.858655249
0.0188,9.861812778
0.0192,9.862879492
0.0196,9.861771755
0.02,9.859229168
0.0204,9.856114549
0.0208,9.853247865
0.0212,9.851119594
0.0216,9.849605906
0.022,9.848338101
0.0224,9.847029802
0.0228,9.845558453
0.0232,9.843924225
0.0236,9.842045651
0.024,9.839514992
0.0244,9.8356811
0.0248,9.829733284
0.0252,9.821111751
0.0256,9.810076133
0.026,9.797978619
0.0264,9.786963613
0.0268,9.778671155
0.0272,9.772964593
0.0276,9.767586695
0.028,9.759292692
0.0284,9.746184309
0.0288,9.728783874
0.0292,9.709715566
0.0296,9.691758543
0.03,9.675840268
0.0304,9.66088213
0.0308,9.644926791
0.0312,9.626629243
0.0316,9.606136812
0.032,9.584480263
0.0324,9.562670848
0.0328,9.54059801
0.0332,9.517323386
0.0336,9.492155926
0.034,9.465541754
0.0344,9.438842948
0.0348,9.413202687
0.0352,9.388309966
0.0356,9.362409019
0.036,9.333753899
0.0364,9.301797456
0.0368,9.267401154
0.0372,9.232212297
0.0376,9.197230718
