"time(s), volume(cm3)",
0,9.846170992
0.0004,9.844984867
0.0008,9.84243803
0.0012,9.839410188
0.0016,9.837305152
0.002,9.837173622
0.0024,9.839015413
0.0028,9.841823508
0.0032,9.844150387
0.0036,9.845160568
0.004,9.845292349
0.0044,9.845468062
0.0048,9.846214928
0.0052,9.847093765
0.0056,9.847049818
0.006,9.845687715
0.0064,9.843755166
0.0068,9.842394133
0.0072,9.842174652
0.0076,9.842481928
0.008,9.842525826
0.0084,9.842174652
0.0088,9.842218547
0.0092,9.843403889
0.0096,9.845424133
0.01,9.847313503
0.0104,9.848280487
0.0108,9.848456325
0.0112,9.848720098
0.0116,9.849423573
0.012,9.849775354
0.0124,9.848544248
0.0128,9.845116642
0.0132,9.840287598
0.0136,9.835902382
0.014,9.833711496
0.0144,9.834631528
0.0148,9.838225974
0.0152,9.843096546
0.0156,9.847840921
0.016,9.851226765
0.0164,9.852370656
0.0168,9.850830876
0.0172,9.846961927
0.0176,9.841955183
0.018,9.837655918
0.0184,9.835551763
0.0188,9.835727069
0.0192,9.836559872
0.0196,9.836033872
0.02,9.833536273
0.0204,9.830471086
0.0208,9.829070603
0.0212,9.830383541
0.0216,9.833492469
0.022,9.836340696
0.0224,9.83739284
0.0228,9.836691382
0.0232,9.83506971
0.0236,9.833317258
0.024,9.831434188
0.0244,9.829158119
0.0248,9.826533424
0.0252,9.823691861
0.0256,9.820502867
0.026,9.816269195
0.0264,9.810384101
0.0268,9.802767598
0.0272,9.793646102
0.0276,9.783375752
0.028,9.771921933
0.0284,9.758950254
0.0288,9.744560789
0.0292,9.729665581
0.0296,9.715547526
0.03,9.703260152
0.0304,9.69282971
0.0308,9.682721246
0.0312,9.670615283
0.0316,9.654599084
0.032,9.634467848
0.0324,9.611818265
0.0328,9.588756518
0.0332,9.56648118
0.0336,9.544653655
0.034,9.522414578
0.0344,9.499286901
0.0348,9.475567817
0.0352,9.451747751
0.0356,9.427789961
0.036,9.403264253
0.0364,9.377437679
0.0368,9.349791866
0.0372,9.319477782
0.0376,9.285792291
0.038,9.248633856
0.0384,9.209342898
0.0388,9.170180914
0.0392,9.133027266
0.0396,9.09804932
0.04,9.063998842
0.0404,9.029313179
0.0408,8.993160512
0.0412,8.955410429
0.0416,8.916184006
0.042,8.875359783
0.0424,8.832756581
0.0428,8.788441218
0.0432,8.742514839
0.0436,8.69491403
0.044,8.645712635
0.0444,8.595336647
0.0448,8.544381949
0.0452,8.493196634
0.0456,8.441528515
0.046,8.388627586
0.0464,8.334117389
0.0468,8.278057851
0.0472,8.2208567
0.0476,8.162786944
0.048,8.104107934
0.0484,8.045310531
0.0488,7.986800864
0.0492,7.928402936
0.0496,7.868783057
0.05,7.806396832
0.0504,7.740473636
0.0508,7.67174253
0.0512,7.60192468
0.0516,7.532468409
0.052,7.463693796
0.0524,7.394769623
0.0528,7.32445201
0.0532,7.251912127
0.0536,7.17718518
0.054,7.101239886
0.0544,7.025304334
0.0548,6.949909647
0.0552,6.874550624
0.0556,6.798181597
0.056,6.720246644
0.0564,6.641381067
0.0568,6.56258991
0.0572,6.484198775
0.0576,6.405324141
0.058,6.324717367
0.0584,6.241921565
0.0588,6.157615373
0.0592,6.072759399
0.0596,5.9877433
0.06,5.902345189
0.0604,5.816265798
0.0608,5.729419556
0.0612,5.641880397
0.0616,5.553614166
0.062,5.464742126
0.0624,5.375644476
0.0628,5.286683042
0.0632,5.197563438
0.0636,5.107409698
0.064,5.015567661
0.0644,4.922293255
0.0648,4.828629256
0.0652,4.735370295
0.0656,4.642460617
0.066,4.549321588
0.0664,4.455620502
0.0668,4.361486354
0.0672,4.267045211
0.0676,4.172094503
0.068,4.076445627
0.0684,3.980392409
0.0688,3.884525466
0.0692,3.789037237
0.0696,3.693408473
0.07,3.597036085
0.0704,3.500041071
0.0708,3.403201926
0.0712,3.307054076
0.0716,3.211346261
0.072,3.115500697
0.0724,3.019490417
0.0728,2.923957218
0.0732,2.829439914
0.0736,2.735819728
0.074,2.642683101
0.0744,2.550054147
0.0748,2.458421184
0.0752,2.367973211
0.0756,2.278168435
0.076,2.188422633
0.0764,2.099113049
0.0768,2.011337
0.0772,1.925593007
0.0776,1.84112439
0.078,1.75739503
0.0784,1.67680811
0.0788,1.605541724
0.0792,1.551211187
0.0796,1.519032474
0.08,1.509084128
0.0804,1.515723561
0.0808,1.529488392
0.0812,1.541347584
0.0816,1.547068591
