0.86653, 0.12844
0.87645, 0.14196
0.88554, 0.15176
0.89463, 0.16496
0.90372, 0.17932
0.91405, 0.20153
0.92273, 0.21907
0.93223, 0.24621
0.94174, 0.27213
0.95124, 0.31100
0.96033, 0.36139
0.96983, 0.42701
0.97893, 0.51303
0.98678, 0.63731
0.99793, 0.83232
1.00702, 1.08701
1.01570, 1.46780
1.02521, 2.04925
1.03512, 2.86103
1.04504, 3.86328
1.05413, 5.39367
1.06240, 6.58932
1.07190, 8.05002
1.08140, 9.51176
1.09132, 11.23892
1.10041, 12.42233
1.10950, 13.73034
1.11942, 15.17607
1.12851, 16.49648
1.13760, 17.93177
1.14711, 19.49194
