#Data_structure:,,,,,,,,,,
Sr,a,Ox,bg1,bg2,Ti,T,Pi,P,RCM,sigma
RCM_phi_1_mix_5,0.02,0.1300,0.5949,0.2549,333,935,430,15,57.6,5.76
RCM_phi_1_mix_5,0.02,0.1300,0.5949,0.2549,343,958,430,15,29.3,2.93
RCM_phi_1_mix_5,0.02,0.1300,0.5949,0.2549,353,982,430,15,17.5,1.75
