T(k)	f_exp	Value
1601.89664562842	64.29999999999998	62.9380164244226
1541.54462771697	99.68	95.85767958854166
1488.29456325996	139.73000000000002	149.37467717146544
1402.4065296048	331.4800000000003	355.96944365706105
