T(k)	f_exp	Value
1580.12830641848	21.92000000000001	22.13889719858767
1506.84105840516	47.12000000000004	44.63698271101743
1442.21062043901	72.30000000000001	80.73754521168172
1374.96734452557	163.71	167.57432201798127
1324.34544226516	405.9300000000001	376.356299045014
1287.81342159148	872.6599999999993	772.9684914446541
