T(k)	f_exp	Value
1639.15616240759	20.85	21.97359220117991
1530.29213276815	50.50999999999999	53.66964732306688
1483.32740002373	81.12999999999998	83.16318278975929
1403.03617027247	183.1199999999999	202.63018498396283
1380.71963107171	262.7499999999999	276.3579208087465
1325.48645352844	519.74	574.5078587387668
