#Phi,Fls(cm/s),sigma
0.699767981438515,37.4785100286533,3.74785100286533
0.79907192575406,47.2779369627507,4.72779369627507
0.899767981438515,54.1547277936963,5.41547277936963
0.99907192575406,57.8223495702006,5.78223495702006
1.09930394431555,58.6819484240688,5.86819484240688
1.20046403712297,54.0974212034384,5.40974212034384
1.30069605568445,45.9598853868195,4.59598853868195
1.40046403712297,36.5042979942693,3.65042979942693
1.50069605568445,25.5014326647565,2.55014326647565
