T(k)	f_exp	Value
1568.33223550077	14.949999999999992	10.78326926527283
1472.84081536468	25.28000000000001	27.887251346286387
1401.91501591174	74.20000000000006	66.76041272013931
1368.53197574961	102.63	108.4531861796426
1292.77468230062	308.1300000000002	318.3321766181676
