T(k)	f_exp	Value
1573.6384093663	37.87000000000002	30.77441401990938
1497.18529165169	63.670000000000016	62.62625971077581
1402.38686243987	189.6099999999999	196.99548224017911
1377.82799195348	236.46000000000012	253.8219326403527
