T(k)	f_exp	Value
1651.5822157627	60.13000000000002	57.25189643349417
1586.4202427223	73.07999999999996	83.59237422487746
1482.86548927147	184.80999999999992	186.22010952995512
1384.77303569945	560.0800000000004	560.9813173366509
