"Time  (sec)","Volume  (cm3)","Temperature  (K)","Pressure  (bar)","Mole_fraction_AR  ()","Mole_fraction_HE  ()","Mole_fraction_N2  ()","Mole_fraction_H2  ()","Mole_fraction_H  ()","Mole_fraction_O  ()","Mole_fraction_O2  ()","Mole_fraction_OH  ()","Mole_fraction_H2O  ()","Mole_fraction_HO2  ()","Mole_fraction_H2O2  ()","Mole_fraction_CO  ()","Mole_fraction_CO2  ()","Mole_fraction_C  ()","Mole_fraction_CH  ()","Mole_fraction_CH2  ()","Mole_fraction_CH2(S)  ()","Mole_fraction_CH3  ()","Mole_fraction_CH4  ()","Mole_fraction_HCO  ()","Mole_fraction_CH2O  ()","Mole_fraction_CH2OH  ()","Mole_fraction_CH3O  ()","Mole_fraction_CH3OH  ()","Mole_fraction_C2H  ()","Mole_fraction_C2H2  ()","Mole_fraction_C2H3  ()","Mole_fraction_C2H4  ()","Mole_fraction_C2H5  ()","Mole_fraction_C2H6  ()","Mole_fraction_HCCO  ()","Mole_fraction_CH2CO  ()","Mole_fraction_CH2CHO  ()","Mole_fraction_CH3CHO  ()","Mole_fraction_CH3CO  ()","Mole_fraction_H2CC  ()","Mole_fraction_OH*  ()","Mole_fraction_CH*  ()","Specific_heat_Cp  (erg/g-K)","Heat_capacity_ratio  ()","Entropy  (erg/g-K)","Ppmvd15%O2_CO  (ppm)"
0,1,1944,1.119996,0.9306,0,0,0.0017,0,0,0.0347,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305716,1.506591,52464360,11294.92
4.157089E-06,1,1943.997,1.119994,0.9306,1.03051E-22,0,0.001699904,5.796094E-08,2.41496E-07,0.03469968,6.36993E-08,9.312476E-09,5.075274E-08,1.546621E-11,0.03299977,2.287957E-07,1.110216E-21,2.934251E-20,2.33174E-20,1.391551E-21,4.750922E-21,2.687056E-23,1.870034E-11,1.059737E-13,2.739963E-21,5.268954E-24,5.099703E-24,8.328114E-28,4.628559E-26,1.17541E-33,4.35756E-33,2.135054E-41,4.781585E-41,1.1691E-21,2.39563E-22,9.305049E-29,8.508129E-31,1.359878E-27,2.675859E-30,2.42979E-18,3.942494E-28,6305716,1.506591,52464370,11294.82
2.477205E-05,1,1943.993,1.119992,0.9305999,1.240825E-22,0,0.001695529,1.535699E-06,4.296035E-06,0.03469345,3.009679E-06,2.100255E-06,1.959657E-07,7.15275E-11,0.0329967,3.291361E-06,2.01703E-20,1.404954E-19,1.893306E-19,1.208791E-20,1.932308E-19,6.098958E-21,8.864034E-11,1.09731E-12,1.24014E-19,1.185504E-21,1.26807E-21,4.111354E-27,1.988643E-24,2.571565E-31,1.060209E-30,9.395507E-38,3.306534E-37,1.103201E-20,1.148011E-20,3.94538E-27,2.093403E-28,5.53487E-26,1.035053E-28,1.368812E-16,1.892141E-27,6305717,1.506591,52464630,11293.4
5.145854E-05,1,1944.011,1.120002,0.9305999,1.251442E-22,0,0.0016071,2.793517E-05,7.531257E-05,0.03458299,5.531139E-05,5.108935E-05,3.741046E-07,2.009974E-10,0.03294844,5.15596E-05,3.562962E-19,1.323343E-18,1.199142E-18,7.29793E-20,1.381681E-18,7.072574E-20,8.250634E-10,5.776364E-12,2.542472E-18,1.120629E-19,2.922543E-20,4.535554E-26,2.109486E-23,4.039716E-29,4.131123E-29,5.975006E-35,1.971318E-35,7.554444E-20,9.774518E-20,3.838215E-26,1.076398E-26,3.951088E-25,2.639214E-27,9.804886E-15,1.780862E-26,6305722,1.50659,52467810,11270.44
7.814502E-05,1,1944.596,1.120335,0.9306036,1.311613E-22,0,0.0008560122,0.0002726406,0.0007886003,0.03355124,0.0004394483,0.0004875563,7.716092E-07,4.465437E-09,0.03241949,0.0005806315,3.944235E-18,1.127908E-17,3.271738E-18,1.979842E-19,1.202087E-17,4.35735E-19,6.621362E-09,1.124165E-11,3.10296E-17,2.114894E-18,2.721089E-19,6.806801E-25,2.231288E-22,4.210457E-27,4.68199E-27,6.319049E-32,1.013775E-33,2.297149E-19,3.997307E-19,6.532486E-25,7.187337E-25,3.373896E-24,1.219846E-25,8.56697E-13,1.531436E-25,6306119,1.506539,52485950,11030.39
0.0001048315,1,1947.296,1.121869,0.9306217,1.143422E-22,0,0.0001537556,0.0006036088,0.002253546,0.03182108,0.0006012671,0.0009434212,8.220568E-07,7.618705E-09,0.03104118,0.001959573,1.215951E-17,2.185902E-17,7.726986E-19,7.172652E-20,1.15256E-17,2.826341E-19,1.244315E-08,4.907344E-12,2.591281E-17,2.009754E-18,7.996085E-20,1.154395E-24,1.596656E-22,6.969636E-27,1.054663E-26,2.916827E-31,1.827398E-33,1.68793E-19,1.877929E-19,6.192795E-25,9.382631E-25,3.083297E-24,4.129442E-25,5.313273E-12,3.044038E-25,6308783,1.506202,52506700,10464.45
0.0001419384,1,1951.546,1.124263,0.9306667,1.033423E-22,0,8.197041E-05,0.0008807098,0.003666935,0.03023189,0.0005825445,0.0008861059,8.082611E-07,6.404754E-09,0.02919837,0.003803981,2.142204E-17,2.797488E-17,1.087825E-18,9.530994E-20,9.898388E-18,2.091543E-19,1.566296E-08,4.517904E-12,3.170861E-17,2.64634E-18,5.850075E-20,1.226357E-24,1.050026E-22,7.455459E-27,1.069673E-26,4.06954E-31,1.541697E-33,1.383655E-19,1.2652E-19,5.402513E-25,1.160239E-24,2.494845E-24,6.77872E-25,1.264601E-11,4.039736E-25,6313392,1.505609,52523650,9755.442
0.0001940915,1,1958.287,1.128026,0.930766,1.041512E-22,0,8.851389E-05,0.001315471,0.005182206,0.0283821,0.0006107571,0.0006482543,8.100688E-07,6.216312E-09,0.02680054,0.006205328,3.437914E-17,3.553736E-17,1.180906E-18,8.890844E-20,-3.72941E-18,4.932363E-19,1.945921E-08,5.211688E-12,4.958293E-17,4.434715E-18,2.858956E-19,2.017713E-24,2.880603E-22,2.518532E-26,1.695783E-25,8.933547E-30,6.43943E-30,1.270604E-19,1.402289E-19,5.123249E-25,1.241108E-23,-8.891891E-25,1.130381E-24,2.737074E-11,5.472059E-25,6319796,1.504757,52541130,8860.572
0.0002821687,1,1971.454,1.135296,0.9310238,1.019283E-22,0,8.572911E-05,0.00185811,0.007197709,0.02583547,0.0005956813,0.0003877535,7.604212E-07,5.008178E-09,0.02343701,0.009577991,5.929729E-17,4.261976E-17,1.593221E-18,2.102113E-19,1.90678E-17,4.450978E-19,2.146032E-08,5.237276E-12,6.296014E-17,6.019584E-18,7.349894E-20,1.653724E-24,1.044028E-22,1.465146E-26,2.170261E-26,1.601195E-30,-1.229566E-31,8.157024E-20,1.194126E-19,8.243427E-25,1.846218E-24,3.503063E-24,1.551673E-24,5.564253E-11,7.274581E-25,6328954,1.503449,52561380,7639.055
0.0004648004,1,2000.265,1.150981,0.9317567,1.160282E-22,0,7.360638E-05,0.002274178,0.009157741,0.02293268,0.0005446221,0.0002187637,6.59477E-07,3.379938E-09,0.01934255,0.01369845,1.173428E-16,4.822396E-17,2.622076E-18,3.688163E-19,2.36424E-17,-8.827272E-18,1.964716E-08,4.201099E-12,5.544245E-17,5.479088E-18,-6.336874E-19,1.464661E-24,7.735024E-22,1.472168E-25,-3.850413E-25,-1.662585E-29,-9.496356E-30,2.445982E-19,-7.447042E-19,-2.015557E-24,-7.656806E-23,2.259788E-24,1.905754E-24,9.007126E-11,1.100159E-24,6340655,1.50146,52587470,6205.455
0.0007495975,1,2041.685,1.173273,0.9329817,1.024269E-22,0,7.443128E-05,0.002296833,0.009169285,0.02163358,0.0005558806,0.0002032523,5.977571E-07,2.922519E-09,0.01670361,0.01638083,2.206833E-16,5.669691E-17,1.569853E-18,1.899143E-19,1.375906E-17,3.630357E-19,1.676873E-08,3.294991E-12,4.139446E-17,3.965295E-18,4.397073E-20,2.676719E-24,6.650984E-23,-1.00617E-25,7.977522E-25,1.132679E-28,4.194673E-30,6.661793E-20,6.014525E-20,7.032536E-24,1.737262E-22,1.119086E-23,1.895303E-24,9.238561E-11,1.735226E-24,6349675,1.499407,52617110,5321.776
0.001,1,2073.011,1.190032,0.9339557,9.021842E-23,0,8.140208E-05,0.002179023,0.008419186,0.02141285,0.0005946555,0.0002375911,5.745437E-07,2.982459E-09,0.01554701,0.01757197,3.240626E-16,6.370867E-17,1.650165E-18,1.777466E-19,1.154488E-17,1.814419E-19,1.498011E-08,2.882102E-12,3.37237E-17,3.106164E-18,3.112559E-20,3.940733E-24,8.006176E-23,1.77927E-26,1.229072E-26,2.151455E-30,4.841403E-33,7.445383E-20,5.417099E-20,5.189345E-25,2.244815E-24,1.442378E-24,2.046893E-24,8.048211E-11,2.500124E-24,6354531,1.498055,52637930,4947.672
0.001660948,1,2137.058,1.224142,0.9359822,9.47014E-23,0,9.801065E-05,0.001824027,0.006609591,0.02125303,0.0006843461,0.0003573625,5.269493E-07,3.149645E-09,0.01354789,0.01964296,6.369363E-16,7.38555E-17,1.913063E-18,1.65977E-19,7.759631E-18,1.126212E-19,1.13376E-08,2.233661E-12,2.126177E-17,1.786794E-18,2.149155E-20,8.599065E-24,1.159116E-22,-9.289784E-28,-4.995946E-26,-5.171254E-30,-1.029764E-32,9.438664E-20,4.5163E-20,1.017912E-25,-4.801461E-24,8.294071E-25,2.090933E-24,5.284916E-11,4.71374E-24,6363484,1.495397,52676340,4308.396
0.002,1,2162.226,1.237499,0.9367842,3.344673E-22,0,0.0001035306,0.001665305,0.005930342,0.02116433,0.0007153444,0.0004171816,5.036902E-07,3.145968E-09,0.01275064,0.02046864,8.039575E-16,7.488088E-17,2.018608E-18,1.645361E-19,6.457603E-18,9.16344E-20,9.887025E-09,2.011828E-12,1.727894E-17,1.404835E-18,1.844533E-20,1.132808E-23,1.305913E-22,5.683891E-27,1.473615E-27,5.198603E-32,9.281136E-35,1.01195E-19,4.121965E-20,1.477659E-25,9.679338E-26,6.511795E-25,1.985845E-24,4.340029E-11,5.741075E-24,6366978,1.494357,52689780,4053.226
0.003,1,2217.367,1.266671,0.9385488,1.049073E-21,0,0.000111137,0.001298733,0.004546889,0.02087538,0.0007658846,0.0005708475,4.42403E-07,2.955305E-09,0.01092436,0.02235751,1.245737E-15,6.921292E-17,2.169127E-18,1.622023E-19,4.026974E-18,5.541729E-20,6.819565E-09,1.565851E-12,1.02031E-17,7.752401E-19,1.262023E-20,1.801915E-23,1.556893E-22,3.441105E-27,1.018833E-27,6.031899E-32,8.360815E-35,1.103207E-19,3.195323E-20,6.967119E-26,6.668136E-26,3.442467E-25,1.52029E-24,2.642952E-11,7.814466E-24,6374725,1.492076,52715870,3467.964
0.004,1,2254.671,1.286338,0.9397476,2.554066E-22,0,0.0001114445,0.001046719,0.003694942,0.02060202,0.0007815643,0.0006909228,3.930033E-07,2.68707E-09,0.009614456,0.02370992,1.565669E-15,5.914339E-17,2.136801E-18,1.558494E-19,2.733021E-18,3.760025E-20,4.941047E-09,1.282857E-12,6.608088E-18,4.810194E-19,9.189571E-21,2.165932E-23,1.629845E-22,9.284497E-27,6.901114E-26,4.280946E-30,6.290458E-33,1.096164E-19,2.548817E-20,1.200976E-25,4.99241E-24,2.089753E-25,1.099615E-24,1.78978E-11,8.583967E-24,6380079,1.490525,52730800,3048.13
0.005,1,2281.598,1.3005,0.940615,1.378068E-22,0,0.0001086695,0.0008686631,0.003122321,0.02036424,0.0007810505,0.0007845877,3.536136E-07,2.432678E-09,0.008625421,0.02472972,1.76889E-15,4.943387E-17,2.013047E-18,1.459737E-19,1.989828E-18,2.776314E-20,3.736197E-09,1.082876E-12,4.566328E-18,3.225131E-19,6.970017E-21,2.340724E-23,1.576495E-22,2.457059E-27,2.114393E-26,1.066189E-30,1.19913E-33,1.04585E-19,2.104324E-20,3.729289E-26,1.655897E-24,1.337192E-25,7.930805E-25,1.316102E-11,8.557101E-24,6384021,1.489401,52740160,2731.422
0.006,1,2301.974,1.311199,0.9412722,1.471768E-22,0,0.0001047356,0.0007384533,0.002712561,0.02016136,0.0007730169,0.0008588605,3.219381E-07,2.212348E-09,0.007850357,0.02552809,1.883538E-15,4.128846E-17,1.854567E-18,1.345515E-19,1.515053E-18,2.152751E-20,2.925945E-09,9.330743E-13,3.3125E-18,2.286661E-19,5.440355E-21,2.35214E-23,1.49302E-22,2.352892E-27,1.3534E-26,4.792077E-31,6.781843E-34,9.787008E-20,1.768E-20,3.021005E-26,8.278127E-25,9.280015E-26,5.842962E-25,1.031863E-11,8.144083E-24,6387056,1.488546,52746410,2483.527
0.007,1,2317.947,1.319573,0.9417879,2.707047E-22,0,0.0001004969,0.0006401661,0.002405504,0.01998835,0.0007615966,0.0009189084,2.961348E-07,2.026134E-09,0.007225688,0.02617105,1.936582E-15,3.475173E-17,1.691771E-18,1.230612E-19,1.189988E-18,1.728199E-20,2.35797E-09,8.167456E-13,2.496368E-18,1.692027E-19,4.347896E-21,2.280739E-23,1.441116E-22,5.702735E-28,1.852523E-27,9.784228E-33,2.612237E-35,9.087966E-20,1.512103E-20,6.703571E-27,4.814104E-26,6.663742E-26,4.436202E-25,8.506167E-12,7.581374E-24,6389470,1.487874,52750780,2283.976
0.008,1,2330.812,1.326312,0.9422036,3.783161E-22,0,9.632895E-05,0.000563931,0.002167209,0.01984002,0.000748834,0.0009683454,2.748365E-07,1.869272E-09,0.006711114,0.02670036,1.94857E-15,2.956834E-17,1.548899E-18,1.130637E-19,1.049799E-18,1.495865E-20,1.945642E-09,7.242422E-13,1.940433E-18,1.295211E-19,3.595773E-21,2.17414E-23,9.501238E-23,-3.670241E-28,-5.563445E-27,-1.87939E-31,-2.742887E-34,8.370966E-20,1.339888E-20,-4.74064E-27,-3.565081E-25,4.940134E-26,3.231862E-25,7.293158E-12,6.988369E-24,6391437,1.487331,52753960,2119.783
0.009,1,2341.398,1.331852,0.9425457,5.139611E-23,0,9.238977E-05,0.0005034287,0.001977154,0.01971194,0.0007357688,0.001009703,2.570403E-07,1.736566E-09,0.006279775,0.02714383,1.933986E-15,2.545587E-17,1.384621E-18,1.012922E-19,5.756922E-19,7.272269E-21,1.637374E-09,6.488331E-13,1.546838E-18,1.019485E-19,2.83148E-21,2.062946E-23,1.58911E-22,6.13576E-28,6.117658E-28,1.566096E-32,3.967652E-35,7.862826E-20,9.988885E-21,8.489259E-27,1.383715E-26,3.619724E-26,2.94461E-25,6.448717E-12,6.42267E-24,6393074,1.486882,52756340,1982.294
0.01,1,2350.26,1.336487,0.9428323,3.687945E-23,0,8.873783E-05,0.000454478,0.001822231,0.01960054,0.0007229339,0.001044779,2.420065E-07,1.6235E-09,0.005913039,0.02752073,1.902722E-15,2.216867E-17,1.283821E-18,9.427018E-20,7.093031E-19,1.103722E-20,1.401129E-09,5.870611E-13,1.260912E-18,8.212696E-20,2.507257E-21,1.900298E-23,1.09517E-22,6.057453E-28,2.194396E-29,1.305772E-34,3.376934E-37,7.225068E-20,1.070985E-20,6.821401E-27,3.997217E-28,3.231781E-26,2.19258E-25,5.8413E-12,5.904399E-24,6394456,1.486506,52758150,1865.508
0.011,1,2357.785,1.34042,0.9430757,2.285252E-22,0,8.538347E-05,0.0004142191,0.001693682,0.01950295,0.0007105987,0.001074881,2.291811E-07,1.52642E-09,0.005597541,0.02784486,1.86144E-15,1.951941E-17,1.178056E-18,8.673359E-20,6.202054E-19,9.8434E-21,1.216225E-09,5.353536E-13,1.046728E-18,6.748035E-20,2.150959E-21,1.765676E-23,1.009207E-22,4.997199E-28,1.397227E-29,8.079355E-35,1.787445E-37,6.716098E-20,9.739935E-21,5.565282E-27,2.18258E-28,2.663434E-26,1.809583E-25,5.392061E-12,5.441698E-24,6395639,1.486186,52759570,1765.124
0.012,1,2364.25,1.343797,0.9432848,4.188843E-22,0,8.231618E-05,0.0003806422,0.001585432,0.01941692,0.0006988895,0.001100979,2.18144E-07,1.442425E-09,0.005323413,0.0281264,1.814592E-15,1.736288E-17,1.084183E-18,8.000499E-20,5.318886E-19,8.821535E-21,1.068861E-09,4.916921E-13,8.829838E-19,5.639962E-20,1.862982E-21,1.711813E-23,9.501193E-23,4.07619E-28,1.293374E-29,-1.237227E-34,-5.733444E-38,6.26979E-20,8.971069E-21,4.55639E-27,-2.579596E-28,2.220889E-26,1.530606E-25,5.051759E-12,5.033709E-24,6396662,1.48591,52760690,1677.97
0.013,1,2369.86,1.346727,0.9434663,6.207918E-22,0,7.951644E-05,0.0003523023,0.001493152,0.01934063,0.0006878552,0.001123803,2.085727E-07,1.369235E-09,0.005083237,0.02837301,1.765135E-15,1.559016E-17,1.004691E-18,7.429078E-20,4.845837E-19,7.862644E-21,9.495772E-10,4.544983E-13,7.55446E-19,4.784352E-20,1.63539E-21,1.496203E-23,8.727958E-23,3.528292E-28,8.958066E-30,1.055071E-34,1.776654E-37,5.857913E-20,8.180568E-21,3.95527E-27,3.298248E-28,1.89902E-26,1.300373E-25,4.788541E-12,4.673579E-24,6397555,1.48567,52761580,1601.664
0.014,1,2374.768,1.349289,0.9436251,5.844137E-22,0,7.696165E-05,0.0003281318,0.001413658,0.01927264,0.0006775028,0.001143913,2.002153E-07,1.305031E-09,0.004871288,0.02859059,1.715018E-15,1.411921E-17,9.343778E-19,6.921414E-20,4.377639E-19,7.27733E-21,8.517068E-10,4.225249E-13,6.544778E-19,4.112987E-20,1.447012E-21,1.338084E-23,8.131325E-23,2.606483E-28,-2.736825E-29,-4.617945E-34,-8.400183E-37,5.4975E-20,7.637813E-21,3.261798E-27,-1.271664E-27,1.639364E-26,1.126334E-25,4.58122E-12,4.363032E-24,6398340,1.48546,52762300,1534.368
0.015,1,2379.096,1.351547,0.9437651,6.807362E-22,0,7.462903E-05,0.0003073293,0.001344558,0.01921175,0.0006678149,0.001161751,1.928727E-07,1.248388E-09,0.004683067,0.02878378,1.665525E-15,1.28874E-17,8.727104E-19,6.474395E-20,3.983932E-19,6.781275E-21,7.704147E-10,3.948382E-13,5.732346E-19,3.575721E-20,1.30141E-21,1.392096E-23,7.597233E-23,2.65759E-28,2.889685E-29,6.059026E-34,1.104832E-36,5.17476E-20,7.164808E-21,2.949347E-27,1.67196E-27,1.436977E-26,9.866423E-26,4.415029E-12,4.079936E-24,6399036,1.485275,52762900,1474.639
0.016,1,2382.934,1.353549,0.9438893,3.073765E-22,0,7.249675E-05,0.0002892824,0.001284029,0.01915699,0.0006587616,0.001177663,1.863859E-07,1.198166E-09,0.004515012,0.02895624,1.617432E-15,1.184741E-17,8.187192E-19,6.081857E-20,3.654648E-19,6.331838E-21,7.022104E-10,3.707051E-13,5.071633E-19,3.141598E-20,1.17119E-21,1.261214E-23,7.127878E-23,2.91337E-28,2.626374E-28,5.579911E-33,1.017849E-35,4.886024E-20,6.740677E-21,2.811313E-27,1.634361E-26,1.271971E-26,8.75071E-26,4.280051E-12,3.838177E-24,6399655,1.48511,52763380,1421.337
0.017,1,2386.357,1.355335,0.9440001,3.142067E-22,0,7.054524E-05,0.0002735153,0.001230647,0.01910757,0.0006503088,0.00119193,1.806269E-07,1.15333E-09,0.004364244,0.02911094,1.571252E-15,1.096229E-17,7.712139E-19,5.735419E-20,3.373473E-19,5.925615E-21,6.44425E-10,3.495427E-13,4.527396E-19,2.787054E-20,1.063739E-21,1.181463E-23,6.637565E-23,2.078091E-28,4.377442E-29,8.776492E-34,1.553626E-36,4.627711E-20,6.364194E-21,2.330279E-27,2.481454E-27,1.132914E-26,7.802421E-26,4.168822E-12,3.624755E-24,6400210,1.484963,52763790,1373.54
0.018,1,2389.426,1.356935,0.9440994,4.170546E-22,0,6.875642E-05,0.0002596534,0.001183288,0.0190628,0.0006424187,0.001204779,1.754907E-07,1.113199E-09,0.004228407,0.0292503,1.527258E-15,1.020355E-17,7.292845E-19,5.428855E-20,3.133127E-19,5.575155E-21,5.950616E-10,3.308852E-13,4.07452E-19,2.49333E-20,9.72855E-22,1.109964E-23,6.333515E-23,1.771916E-28,8.399134E-30,1.359199E-34,2.355653E-37,4.395911E-20,6.034058E-21,2.057285E-27,3.526814E-28,1.018939E-26,7.069796E-26,4.076083E-12,3.435493E-24,6400709,1.484831,52764130,1330.495
0.019,1,2392.188,1.358375,0.9441888,3.829976E-22,0,6.71142E-05,0.0002473975,0.001141049,0.01902212,0.0006350536,0.001216397,1.708911E-07,1.077116E-09,0.004105556,0.02937632,1.485585E-15,9.548685E-18,6.921507E-19,5.156722E-20,2.925845E-19,5.269751E-21,5.525702E-10,3.143549E-13,3.694127E-19,2.24781E-20,8.952478E-22,1.048271E-23,6.062892E-23,1.559163E-28,2.725525E-30,9.555015E-35,1.647254E-37,4.187398E-20,5.742466E-21,1.85105E-27,2.30821E-28,9.236659E-27,6.477701E-26,3.997898E-12,3.267591E-24,6401159,1.484713,52764410,1291.58
0.02,1,2394.684,1.359676,0.9442696,3.822964E-22,0,6.560435E-05,0.0002365072,0.001103203,0.01898505,0.0006281779,0.00122694,1.667569E-07,1.044553E-09,0.003994078,0.02949066,1.446276E-15,8.979977E-18,6.591629E-19,4.914464E-20,2.746553E-19,5.006283E-21,5.157456E-10,2.996444E-13,3.371931E-19,2.040863E-20,8.285691E-22,9.987947E-24,5.552219E-23,1.384284E-28,4.055554E-30,-2.820398E-34,-4.533839E-37,3.999378E-20,5.48472E-21,1.665267E-27,-6.18103E-28,8.43023E-27,5.806113E-26,3.931325E-12,3.118218E-24,6401567,1.484605,52764650,1256.281
0.021,1,2396.947,1.360855,0.9443429,4.164936E-22,0,6.421419E-05,0.0002267869,0.001069152,0.0189512,0.0006217571,0.001236536,1.630285E-07,1.015077E-09,0.003892617,0.02959472,1.409307E-15,8.483258E-18,6.297545E-19,4.698086E-20,2.588875E-19,4.76802E-21,4.83636E-10,2.865011E-13,3.096913E-19,1.864842E-20,7.707601E-22,9.429883E-24,5.407731E-23,1.313506E-28,1.850054E-29,3.226448E-34,6.397933E-37,3.829526E-20,5.253191E-21,1.556146E-27,9.535601E-28,7.748122E-27,5.444936E-26,3.87412E-12,2.984947E-24,6401939,1.484508,52764850,1224.163
0.022,1,2399.006,1.361928,0.9444095,1.373614E-22,0,6.293253E-05,0.0002180755,0.001038402,0.0189202,0.0006157597,0.001245296,1.596557E-07,9.883134E-10,0.003800027,0.02968967,1.374619E-15,8.047107E-18,6.034646E-19,4.504323E-20,2.450524E-19,4.558452E-21,4.554801E-10,2.747145E-13,2.860528E-19,1.714135E-20,7.20505E-22,8.98418E-24,5.188247E-23,1.31013E-28,1.464621E-29,2.851952E-34,5.924671E-37,3.675732E-20,5.046285E-21,1.472095E-27,8.263064E-28,7.162805E-27,5.074402E-26,3.824555E-12,2.865606E-24,6402277,1.484419,52765020,1194.863
0.023,1,2400.883,1.362906,0.9444702,6.032885E-23,0,6.174928E-05,0.0002102394,0.00101054,0.01889176,0.0006101551,0.001253312,1.565961E-07,9.638608E-10,0.003715323,0.02977653,1.342118E-15,7.662237E-18,5.798915E-19,4.330271E-20,2.328433E-19,4.372069E-21,4.306637E-10,2.641087E-13,2.656214E-19,1.585868E-20,6.767057E-22,8.479864E-24,4.979448E-23,-3.101234E-30,-4.612914E-30,-6.618082E-36,-2.717187E-38,3.536164E-20,4.860372E-21,9.018744E-28,-1.914736E-29,6.601596E-27,4.669338E-26,3.781284E-12,2.759479E-24,6402586,1.484338,52765170,1168.065
0.024,1,2402.599,1.3638,0.9445258,5.352975E-22,0,6.065541E-05,0.0002031666,0.0009852185,0.01886562,0.0006049153,0.001260665,1.538129E-07,9.414085E-10,0.003637657,0.02985616,1.311702E-15,7.321022E-18,5.586932E-19,4.173532E-20,2.220052E-19,4.205037E-21,4.086889E-10,2.545351E-13,2.47851E-19,1.476113E-20,6.379922E-22,8.115497E-24,4.762186E-23,1.737182E-28,3.360959E-29,5.862159E-34,1.389041E-36,3.409251E-20,4.692723E-21,8.240038E-28,1.834455E-27,6.076872E-27,4.285243E-26,3.743244E-12,2.664573E-24,6402869,1.484264,52765300,1143.5
0.025,1,2404.172,1.364619,0.9445767,6.701619E-22,0,5.964301E-05,0.0001967629,0.0009621425,0.01884155,0.0006000146,0.001267424,1.512756E-07,9.212156E-10,0.003566302,0.02992932,1.28326E-15,7.017505E-18,5.395821E-19,4.032158E-20,2.123061E-19,4.054678E-21,3.891551E-10,2.458696E-13,2.32262E-19,1.374687E-20,6.036404E-22,7.874899E-24,4.585636E-23,6.623835E-29,9.72715E-30,1.636631E-34,3.823447E-37,3.293664E-20,4.540712E-21,7.382195E-28,5.524224E-28,5.804275E-27,4.157091E-26,3.709614E-12,2.575517E-24,6403129,1.484196,52765400,1120.937
0.026,1,2405.616,1.365371,0.9446234,6.19336E-22,0,5.870493E-05,0.0001909489,0.0009410605,0.01881935,0.0005954291,0.001273648,1.48957E-07,9.025388E-10,0.003500625,0.02999666,1.256673E-15,6.746264E-18,5.223068E-19,3.904168E-20,2.036355E-19,3.919067E-21,3.717141E-10,2.380043E-13,2.185773E-19,1.288093E-20,5.732989E-22,7.527985E-24,4.409681E-23,3.649026E-29,-6.111658E-31,-8.473618E-36,-2.072807E-38,3.188155E-20,4.402786E-21,7.071302E-28,-2.559304E-29,5.491914E-27,3.95512E-26,3.679695E-12,2.496347E-24,6403368,1.484134,52765500,1100.173
0.027,1,2406.945,1.366063,0.9446664,3.4854E-22,0,5.783496E-05,0.0001856564,0.0009217559,0.01879885,0.0005911374,0.00127939,1.468343E-07,8.856286E-10,0.003440073,0.03005874,1.231834E-15,6.50291E-18,5.066507E-19,3.788002E-20,1.958456E-19,3.796466E-21,3.560786E-10,2.308471E-13,2.064921E-19,1.211352E-20,5.465047E-22,7.312175E-24,4.26318E-23,1.341137E-28,1.101243E-29,1.409008E-34,3.313533E-37,3.091682E-20,4.277286E-21,1.388162E-27,5.110584E-28,5.196788E-27,3.772218E-26,3.652915E-12,2.42466E-24,6403588,1.484076,52765580,1081.033
0.028,1,2408.169,1.366701,0.944706,3.672812E-22,0,5.702723E-05,0.0001808278,0.000904045,0.01877988,0.0005871187,0.001284695,1.44887E-07,8.697481E-10,0.003384164,0.03011605,1.208628E-15,6.283997E-18,4.92434E-19,3.682442E-20,1.888323E-19,3.685278E-21,3.420277E-10,2.243212E-13,1.957797E-19,1.145123E-20,5.22348E-22,6.995125E-24,4.135416E-23,8.8992E-29,4.526903E-30,4.313765E-35,1.041103E-37,3.003337E-20,4.162861E-21,1.053857E-27,1.63298E-28,4.915504E-27,3.581259E-26,3.628872E-12,2.359981E-24,6403791,1.484023,52765650,1063.365
0.029,1,2409.299,1.367289,0.9447426,4.648365E-22,0,5.627663E-05,0.0001764125,0.0008877639,0.01876232,0.0005833542,0.001289603,1.430977E-07,8.551779E-10,0.003332465,0.03016905,1.18695E-15,6.086424E-18,4.794947E-19,3.586281E-20,1.824892E-19,3.584087E-21,3.293565E-10,2.183576E-13,1.862397E-19,1.0859E-20,5.007176E-22,6.778527E-24,4.009829E-23,7.407699E-29,3.218496E-30,1.201297E-35,4.032697E-38,2.922295E-20,4.058227E-21,9.301263E-28,5.244013E-29,4.672534E-27,3.423532E-26,3.607176E-12,2.30084E-24,6403979,1.483974,52765710,1047.029
0.03,1,2410.344,1.367833,0.9447764,5.27391E-22,0,5.557848E-05,0.0001723669,0.0008727707,0.01874603,0.0005798265,0.00129415,1.414507E-07,8.41732E-10,0.003284596,0.03021811,1.166696E-15,5.907599E-18,4.676936E-19,3.498509E-20,1.767374E-19,3.491798E-21,3.178966E-10,2.12897E-13,1.777133E-19,1.032972E-20,4.812662E-22,6.581961E-24,3.875981E-23,6.505315E-29,1.936209E-30,-2.589313E-37,-8.526844E-40,2.847841E-20,3.96237E-21,8.589555E-28,-7.644888E-31,4.459219E-27,3.275421E-26,3.587524E-12,2.246735E-24,6404153,1.483929,52765760,1031.907
