"time(s), volume(cm3)",
0,9.730002458
0.0004,9.733614795
0.0008,9.737717175
0.0012,9.739804666
0.0016,9.738343311
0.002,9.733962298
0.0024,9.729169285
0.0028,9.726046351
0.0032,9.724381735
0.0036,9.722579147
0.004,9.719530376
0.0044,9.716483819
0.0048,9.71613776
0.0052,9.720223084
0.0056,9.727156461
0.006,9.732572458
0.0064,9.732850388
0.0068,9.727434033
0.0072,9.719738177
0.0076,9.714200353
0.008,9.713716139
0.0084,9.717660634
0.0088,9.723272358
0.0092,9.727711627
0.0096,9.730071898
0.01,9.7308358
0.0104,9.731113618
0.0108,9.730974705
0.0112,9.730280221
0.0116,9.729030439
0.012,9.72812805
0.0124,9.728336274
0.0128,9.729308135
0.0132,9.729585852
0.0136,9.727781026
0.014,9.724451082
0.0144,9.722301893
0.0148,9.723688341
0.0152,9.728336274
0.0156,9.733267321
0.016,9.734935463
0.0164,9.732502976
0.0168,9.728266866
0.0172,9.725768867
0.0176,9.726601369
0.018,9.729516421
0.0184,9.732086119
0.0188,9.732919875
0.0192,9.732225069
0.0196,9.730696899
0.02,9.728475099
0.0204,9.725352682
0.0208,9.721539545
0.0212,9.718006819
0.0216,9.715376528
0.022,9.712886193
0.0224,9.708393501
0.0228,9.700732485
0.0232,9.690814715
0.0236,9.68153812
0.024,9.675022463
0.0244,9.670707158
0.0248,9.665438945
0.0252,9.655672737
0.0256,9.640420487
0.026,9.621771761
0.0264,9.603341112
0.0268,9.5878768
0.0272,9.575145363
0.0276,9.562719823
0.028,9.548071065
0.0284,9.529965375
0.0288,9.509436099
0.0292,9.488812398
0.0296,9.470313315
0.03,9.454755319
0.0304,9.441392893
0.0308,9.428074123
0.0312,9.412226051
0.0316,9.392342496
0.032,9.368546562
0.0324,9.342487417
0.0328,9.31603034
0.0332,9.290120321
0.0336,9.26437644
0.034,9.237996541
0.0344,9.210444272
0.0348,9.181381301
0.0352,9.150300341
0.0356,9.117071936
0.036,9.082285766
0.0364,9.047746324
0.0368,9.01531279
0.0372,8.985687348
0.0376,8.957432719
0.038,8.928187418
0.0384,8.895831148
0.0388,8.859941527
0.0392,8.821062951
0.0396,8.780057471
0.04,8.737702715
0.0404,8.694907191
0.0408,8.653069282
0.0412,8.612688378
0.0416,8.573361733
0.042,8.533575836
0.0424,8.492033545
0.0428,8.448951053
0.0432,8.405280872
0.0436,8.361736688
0.044,8.3179366
0.0444,8.272562427
0.0448,8.224552679
0.0452,8.17355947
0.0456,8.120042875
0.046,8.06449213
0.0464,8.007419031
0.0468,7.949222383
0.0472,7.890622275
0.0476,7.832250882
0.048,7.774575482
0.0484,7.717828755
0.0488,7.661866898
0.0492,7.606201488
0.0496,7.550105488
0.05,7.492558995
0.0504,7.43280434
0.0508,7.370695102
0.0512,7.306790553
0.0516,7.242072915
0.052,7.177488515
0.0524,7.113370143
0.0528,7.049265486
0.0532,6.984274883
0.0536,6.917418372
0.054,6.848212347
0.0544,6.776713432
0.0548,6.703374229
0.0552,6.628905491
0.0556,6.554296238
0.056,6.480604584
0.0564,6.408414158
0.0568,6.337135109
0.0572,6.265202546
0.0576,6.190992791
0.058,6.114140614
0.0584,6.035758143
0.0588,5.957145067
