"time(s), volume(cm3)",
0,9.613711455
0.0004,9.615034231
0.0008,9.615254736
0.0012,9.615034231
0.0016,9.61591632
0.002,9.618784396
0.0024,9.623053408
0.0028,9.627621693
0.0032,9.631530827
0.0036,9.634631242
0.004,9.636773356
0.0044,9.63766007
0.0048,9.636625587
0.0052,9.633376033
0.0056,9.628727678
0.006,9.624010862
0.0064,9.620329569
0.0068,9.618637266
0.0072,9.619225816
0.0076,9.622169808
0.008,9.626368601
0.0084,9.630055249
0.0088,9.631161883
0.0092,9.629096407
0.0096,9.625336923
0.01,9.623053408
0.0104,9.624526502
0.0108,9.629612679
0.0112,9.635739094
0.0116,9.639803744
0.012,9.640099508
0.0124,9.636995017
0.0128,9.632121206
0.0132,9.627105668
0.0136,9.622685219
0.014,9.619078669
0.0144,9.616651535
0.0148,9.615842802
0.0152,9.616872125
0.0156,9.619152244
0.016,9.621433611
0.0164,9.621948936
0.0168,9.619667282
0.0172,9.614225818
0.0176,9.606297004
0.018,9.596773126
0.0184,9.586614069
0.0188,9.576479887
0.0192,9.567169612
0.0196,9.559692951
0.02,9.554547014
0.0204,9.550709863
0.0208,9.546153355
0.0212,9.538498209
0.0216,9.526682364
0.022,9.511888448
0.0224,9.496576235
0.0228,9.482601953
0.0232,9.470165084
0.0236,9.458402672
0.024,9.446180203
0.0244,9.433150316
0.0248,9.419461081
0.0252,9.404770165
0.0256,9.388323529
0.026,9.369935069
0.0264,9.35073391
0.0268,9.332858215
0.0272,9.317589249
0.0276,9.304489116
0.028,9.291092058
0.0284,9.274763305
0.0288,9.254327825
0.0292,9.230316756
0.0296,9.204787987
0.03,9.179818214
0.0304,9.156120123
0.0308,9.133150228
0.0312,9.109599793
0.0316,9.083997663
0.032,9.056129131
0.0324,9.026679097
0.0328,8.997260523
0.0332,8.968876024
0.0336,8.941940181
0.034,8.915931216
0.0344,8.890157867
0.0348,8.863216417
0.0352,8.833622762
0.0356,8.799763328
0.036,8.760923926
0.0364,8.71796378
0.0368,8.673402213
0.0372,8.629992741
0.0376,8.589006452
0.038,8.54964306
0.0384,8.510084128
0.0388,8.469081437
0.0392,8.427231531
0.0396,8.386338115
0.04,8.347807546
0.0404,8.311519722
0.0408,8.275593607
0.0412,8.237761279
0.0416,8.196562711
0.042,8.152020288
0.0424,8.104861679
0.0428,8.055836371
0.0432,8.004986083
0.0436,7.952119894
0.044,7.897718294
0.0444,7.843064928
0.0448,7.789636548
0.0452,7.73779585
0.0456,7.686304912
0.046,7.633050519
0.0464,7.576820224
0.0468,7.518284304
0.0472,7.459674002
0.0476,7.402908442
0.048,7.348114471
0.0484,7.293506663
0.0488,7.236769431
0.0492,7.176805202
0.0496,7.114704284
0.05,7.052817564
0.0504,6.992612413
0.0508,6.933712982
0.0512,6.873939807
0.0516,6.811251673
0.052,6.744988553
0.0524,6.676316109
0.0528,6.607121348
0.0532,6.538733374
0.0536,6.471445364
0.054,6.404714939
0.0544,6.337767297
0.0548,6.269710541
0.0552,6.19990466
0.0556,6.128151557
0.056,6.054948861
0.0564,5.981275815
0.0568,5.907656524
0.0572,5.83391146
0.0576,5.759387458
0.058,5.68382181
0.0584,5.607865864
0.0588,5.532455942
0.0592,5.457961275
