"time(s), volume(cm3)",
0,9.756208374
0.0004,9.754507423
0.0008,9.754192506
0.0012,9.755011338
0.0016,9.756586456
0.002,9.75866652
0.0024,9.760684532
0.0028,9.761946279
0.0032,9.761756993
0.0036,9.760179937
0.004,9.758414336
0.0044,9.757846979
0.0048,9.759486219
0.0052,9.762640402
0.0056,9.765039163
0.006,9.764218379
0.0064,9.759549281
0.0068,9.752870117
0.0072,9.747270317
0.0076,9.744881658
0.008,9.745572973
0.0084,9.747458953
0.0088,9.749094152
0.0092,9.750478281
0.0096,9.752555325
0.01,9.755578312
0.0104,9.758288251
0.0108,9.758918719
0.0112,9.756964575
0.0116,9.753940593
0.012,9.752303507
0.0124,9.753373836
0.0128,9.756082356
0.0132,9.757846979
0.0136,9.756901552
0.014,9.753562745
0.0144,9.750226587
0.0148,9.748968346
0.0152,9.74991199
0.0156,9.75123345
0.016,9.75066706
0.0164,9.747270317
0.0168,9.742494356
0.0172,9.738853192
0.0176,9.738351212
0.018,9.741301214
0.0184,9.74601296
0.0188,9.749786159
0.0192,9.750163665
0.0196,9.746075817
0.02,9.738351212
0.0204,9.729513607
0.0208,9.721819367
0.0212,9.715823898
0.0216,9.710023952
0.022,9.702551989
0.0224,9.692796266
0.0228,9.682010704
0.0232,9.671685161
0.0236,9.661816325
0.024,9.650618844
0.0244,9.636572341
0.0248,9.620437639
0.0252,9.605155362
0.0256,9.59326083
0.026,9.584362291
0.0264,9.575060497
0.0268,9.561628011
0.0272,9.543266856
0.0276,9.522663214
0.028,9.503407262
0.0284,9.487193123
0.0288,9.472572672
0.0292,9.456362736
0.0296,9.436365373
0.03,9.412868493
0.0304,9.387834843
0.0308,9.363298499
0.0312,9.340163063
0.0316,9.318179116
0.032,9.296427267
0.0324,9.273896011
0.0328,9.249596731
0.0332,9.222843513
0.0336,9.193576997
0.034,9.163107399
0.0344,9.133303146
0.0348,9.105601388
0.0352,9.079746812
0.0356,9.053637382
0.036,9.024911692
0.0364,8.992376414
0.0368,8.956800979
0.0372,8.919910455
0.0376,8.883014214
0.038,8.846418738
0.0384,8.809274229
0.0388,8.770862722
0.0392,8.731178545
0.0396,8.69142465
0.04,8.652850035
0.0404,8.616039083
0.0408,8.579962297
0.0412,8.54228598
0.0416,8.500863558
0.042,8.455056995
0.0424,8.406108839
0.0428,8.356091993
0.0432,8.306452588
0.0436,8.257188625
0.044,8.207621605
0.0444,8.157235759
0.0448,8.105792071
0.0452,8.053108095
0.0456,7.998976768
0.046,7.943834725
0.0464,7.888866892
0.0468,7.835640777
0.0472,7.784207066
0.0476,7.732734276
0.048,7.678449406
0.0484,7.61986777
0.0488,7.558039508
0.0492,7.495810855
0.0496,7.435421977
0.05,7.377065951
0.0504,7.31923343
0.0508,7.260075256
0.0512,7.198598402
0.0516,7.134814665
0.052,7.069197566
0.0524,7.002193962
0.0528,6.934222988
0.0532,6.865730707
0.0536,6.797183611
0.054,6.728742414
0.0544,6.660320081
0.0548,6.591456547
0.0552,6.521564244
0.0556,6.450044215
0.056,6.376557812
0.0564,6.301439052
0.0568,6.225628979
0.0572,6.150176975
0.0576,6.075811737
0.058,6.002504894
0.0584,5.929848109
0.0588,5.85728284
0.0592,5.784387486
0.0596,5.710829889
0.06,5.636395293
0.0604,5.560955958
0.0608,5.484563773
0.0612,5.407278225
0.0616,5.329088471
0.062,5.250000015
0.0624,5.170195057
0.0628,5.090033071
0.0632,5.009918314
0.0636,4.930053724
0.064,4.850430574
0.0644,4.770878533
0.0648,4.691203252
0.0652,4.611176394
0.0656,4.530711216
0.066,4.449863929
0.0664,4.368847856
0.0668,4.287742723
0.0672,4.206283223
0.0676,4.124098582
0.068,4.041158551
0.0684,3.958000374
0.0688,3.875368856
0.0692,3.79360368
0.0696,3.712453814
0.07,3.631432909
0.0704,3.550355665
0.0708,3.469358063
0.0712,3.388517915
0.0716,3.30769802
0.072,3.22683089
0.0724,3.146303275
0.0728,3.066664297
0.0732,2.988043725
0.0736,2.909922133
0.074,2.831708429
0.0744,2.753445346
0.0748,2.675766461
0.0752,2.59908659
0.0756,2.523016647
0.076,2.446819859
0.0764,2.370365172
0.0768,2.294339681
0.0772,2.219382812
0.0776,2.14542772
0.078,2.072620752
0.0784,2.003189362
0.0788,1.942311482
0.0792,1.896337949
0.0796,1.869560638
0.08,1.861579977
0.0804,1.866930846
0.0808,1.877366827
0.0812,1.885966722
0.0816,1.890271855
0.082,1.891955429
0.0824,1.893675257
0.0828,1.896381378
0.0832,1.89923762
0.0836,1.901283728
0.084,1.902673468
0.0844,1.904207438
0.0848,1.906149908
0.0852,1.907828568
0.0856,1.908532147
0.086,1.908486645
0.0864,1.908797081
0.0868,1.910328333
0.0872,1.912881002
0.0876,1.915454776
0.088,1.917267193
0.0884,1.91839749
0.0888,1.919472545
0.0892,1.920889584
0.0896,1.922463904
0.09,1.923730913
0.0904,1.924517791
0.0908,1.925070581
0.0912,1.925770904
0.0916,1.926836605
0.092,1.928265925
0.0924,1.929959794
0.0928,1.931779225
0.0932,1.93347986
0.0936,1.93474734
0.094,1.935427815
0.0944,1.935702943
0.0948,1.936012293
0.0952,1.936719835
0.0956,1.937850454
0.096,1.939130447
0.0964,1.940315602
0.0968,1.941389629
0.0972,1.942496225
0.0976,1.943698408
0.098,1.944837674
0.0984,1.945687792
0.0988,1.946170461
0.0992,1.946496051
0.0996,1.947002733
0.1,1.947916274
0.1004,1.949196957
0.1008,1.950593092
0.1012,1.951852095
0.1016,1.952868715
0.102,1.953709099
0.1024,1.954459686
0.1028,1.955147223
0.1032,1.955724164
0.1036,1.956145598
0.104,1.956476446
0.1044,1.956899823
0.1048,1.957586064
0.1052,1.958593531
0.1056,1.959801469
0.106,1.961016035
0.1064,1.96203376
0.1068,1.962739962
0.1072,1.963147093
0.1076,1.963358642
0.108,1.96356562
0.1084,1.963944095
0.1088,1.964606904
0.1092,1.965545045
0.1096,1.966645241
0.11,1.967757877
0.1104,1.968786324
0.1108,1.969682061
0.1112,1.970400938
0.1116,1.9709133
0.112,1.971249651
0.1124,1.971531167
0.1128,1.971922879
0.1132,1.972543056
0.1136,1.973384075
0.114,1.974328175
0.1144,1.975224565
0.1148,1.975975486
0.1152,1.976564189
0.1156,1.977042663
0.116,1.977467685
0.1164,1.977910816
0.1168,1.978445395
0.1172,1.979137039
0.1176,1.979982608
0.118,1.98093037
0.1184,1.981872584
0.1188,1.982714273
0.1192,1.983386141
0.1196,1.98389119
0.12,1.984276792
0.1204,1.984591916
0.1208,1.984903868
0.1212,1.985263539
0.1216,1.985725283
0.122,1.986320485
0.1224,1.987050972
0.1228,1.987877709
0.1232,1.988688639
0.1236,1.989378154
0.124,1.989898177
0.1244,1.990271398
0.1248,1.990606782
0.1252,1.991010103
0.1256,1.991506193
0.126,1.992050533
0.1264,1.992582012
0.1268,1.99304749
0.1272,1.993455153
0.1276,1.993848129
0.128,1.994241226
0.1284,1.994662749
0.1288,1.99511767
0.1292,1.99562099
0.1296,1.996164482
0.13,1.996724968
0.1304,1.997250814
0.1308,1.997747022
0.1312,1.998250132
0.1316,1.99882354
0.132,1.999494121
0.1324,2.00017352
0.1328,2.000771552
0.1332,2.001246243
0.1336,2.001692747
0.134,2.00226833
0.1344,2.003077112
0.1348,2.004045913
0.1352,2.004962021
0.1356,2.005610227
0.136,2.005952981
0.1364,2.006119366
0.1368,2.006326132
0.1372,2.006714575
0.1376,2.007284914
0.138,2.007917923
0.1384,2.008507547
0.1388,2.009004818
0.1392,2.009423084
0.1396,2.009811136
0.14,2.010185868
0.1404,2.010569172
0.1408,2.010966185
0.1412,2.011414065
0.1416,2.011931526
0.142,2.012533889
0.1424,2.013185778
0.1428,2.013811003
0.1432,2.014331516
0.1436,2.014731817
0.144,2.015072916
0.1444,2.015485428
0.1448,2.016045982
0.1452,2.016725881
0.1456,2.017389202
0.146,2.017884496
0.1464,2.018189284
0.1468,2.018400506
0.1472,2.018673076
0.1476,2.019078738
0.148,2.019595349
0.1484,2.020115734
0.1488,2.020569789
0.1492,2.020950657
0.1496,2.021302619
0.15,2.021676869
0.1504,2.022077018
0.1508,2.02250636
0.1512,2.022949602
0.1516,2.023403428
0.152,2.023889965
0.1524,2.024417838
0.1528,2.024964988
0.1532,2.025503777
0.1536,2.025975953
0.154,2.026353909
0.1544,2.026670102
0.1548,2.026989845
0.1552,2.027364775
0.1556,2.027800017
0.156,2.028225126
0.1564,2.028578152
0.1568,2.028869245
0.1572,2.029174226
0.1576,2.029572475
0.158,2.03007608
0.1584,2.030612656
0.1588,2.0310772
0.1592,2.031467501
0.1596,2.031832146
0.16,2.032259104
0.1604,2.032753783
0.1608,2.03325912
0.1612,2.033700599
0.1616,2.034062658
0.162,2.034405778
0.1624,2.034797473
0.1628,2.035232882
0.1632,2.035670087
0.1636,2.03605536
0.164,2.036394002
0.1644,2.036751898
0.1648,2.037181116
0.1652,2.037661016
0.1656,2.038111711
0.166,2.038485794
0.1664,2.038773193
0.1668,2.039055287
0.1672,2.039388049
0.1676,2.039787071
0.168,2.040200397
0.1684,2.040594526
0.1688,2.040950552
0.1692,2.041303219
0.1696,2.041689069
0.17,2.042099746
0.1704,2.042513927
0.1708,2.042893451
0.1712,2.043238098
0.1716,2.043579368
0.172,2.04395213
0.1724,2.044353289
0.1728,2.044768467
0.1732,2.045141893
0.1736,2.045459277
0.174,2.045739882
