#1000/T, Tig (us)
6.751719824890556, 111.3970588235295
6.90181363352095, 208.82352941176487
7.280800500312695, 480.8823529411766
7.57473420888055, 701.4705882352943
7.862414008755472, 922.9779411764707
7.933708567854909, 943.1985294117648
8.025015634771732, 1037.8676470588236
8.238899312070043, 1204.2279411764707
