#1000/T, Tig (us)
6.996873045653533, 49.816176470588516
7.319574734208881, 293.3823529411766
7.367104440275171, 363.2352941176473
7.4621638524077545, 427.57352941176487
7.517198248905565, 478.1250000000002
7.5234521575984985, 509.3750000000002
7.862414008755472, 697.7941176470589
8.217636022514071, 991.6053921568629
8.311444652908067, 1036.795343137255
