#1000/T, Tig (us)
6.36923076923077, 117.6470588235295
6.619887429643527, 293.01470588235316
6.71594746716698, 354.7794117647061
6.861538461538462, 431.9852941176473
7.14196372732958, 685.8455882352944
7.317073170731707, 827.389705882353
7.654784240150093, 1027.7573529411766
7.6460287679799865, 1085.6617647058824
