"time(s), volume(cm3)",
0,9.779836202
0.0004,9.780575124
0.0008,9.777793983
0.0012,9.773061624
0.0016,9.768941475
0.002,9.767597887
0.0024,9.769244926
0.0028,9.772237268
0.0032,9.774189955
0.0036,9.773669149
0.004,9.771109466
0.0044,9.768291298
0.0048,9.766904593
0.0052,9.767424553
0.0056,9.769071522
0.006,9.770502314
0.0064,9.770979354
0.0068,9.770762511
0.0072,9.770502314
0.0076,9.770892615
0.008,9.771933598
0.0084,9.7731918
0.0088,9.773842743
0.0092,9.772974841
0.0096,9.770458949
0.01,9.766947921
0.0104,9.763829493
0.0108,9.762400994
0.0112,9.762963677
0.0116,9.764738793
0.012,9.766644639
0.0124,9.768161276
0.0128,9.769418336
0.0132,9.770675778
0.0136,9.771673329
0.014,9.771933598
0.0144,9.771152838
0.0148,9.76993861
0.0152,9.769374983
0.0156,9.770242134
0.016,9.77184684
0.0164,9.772801283
0.0168,9.771716706
0.0172,9.768854779
0.0176,9.765951502
0.018,9.765128554
0.0184,9.767294558
0.0188,9.771326327
0.0192,9.774841053
0.0196,9.775926447
0.02,9.774146552
0.0204,9.770632411
0.0208,9.766861266
0.0212,9.763786198
0.0216,9.761708566
0.022,9.760929722
0.0224,9.761795113
0.0228,9.763872788
0.0232,9.765734921
0.0236,9.765301793
0.024,9.761708566
0.0244,9.756043642
0.0248,9.750688531
0.0252,9.747280404
0.0256,9.745555837
0.026,9.743702728
0.0264,9.740042034
0.0268,9.734105666
0.0272,9.726418237
0.0276,9.717674507
0.028,9.708052063
0.0284,9.697642308
0.0288,9.68670623
0.0292,9.675290488
0.0296,9.662892117
0.03,9.648762122
0.0304,9.633086277
0.0308,9.617386514
0.0312,9.603995141
0.0316,9.594468513
0.032,9.587701048
0.0324,9.580489236
0.0328,9.569117186
0.0332,9.55201557
0.0336,9.53044257
0.034,9.507722417
0.0344,9.486504496
0.0348,9.467128592
0.0352,9.447564773
0.0356,9.425384546
0.036,9.399998098
0.0364,9.373197646
0.0368,9.347513735
0.0372,9.323897752
0.0376,9.30103931
0.038,9.27666058
0.0384,9.249532125
0.0388,9.220203794
0.0392,9.190003224
0.0396,9.159549181
0.04,9.128295388
0.0404,9.09531044
0.0408,9.060459545
0.0412,9.024696161
0.0416,8.989083499
0.042,8.954222556
0.0424,8.919957049
0.0428,8.885927659
0.0432,8.851375419
0.0436,8.815262178
0.044,8.776557584
0.0444,8.734545955
0.0448,8.689640871
0.0452,8.64296255
0.0456,8.595774971
0.046,8.548742311
0.0464,8.501744174
0.0468,8.45441951
0.0472,8.406517756
0.0476,8.357952752
0.048,8.308674464
0.0484,8.258666409
0.0488,8.207857436
0.0492,8.156125785
0.0496,8.103554949
0.05,8.050143721
0.0504,7.995866617
0.0508,7.940622284
0.0512,7.884319192
0.0516,7.826875717
0.052,7.76829562
0.0524,7.708463177
0.0528,7.647153362
0.0532,7.584020859
0.0536,7.519317848
0.054,7.453977362
0.0544,7.389201296
0.0548,7.325479708
0.0552,7.261854831
0.0556,7.196532544
0.056,7.128349764
0.0564,7.057800026
0.0568,6.986597506
0.0572,6.916368507
0.0576,6.847383011
0.058,6.778796532
0.0584,6.709660239
0.0588,6.639573711
0.0592,6.568626554
0.0596,6.496958256
0.06,6.424473668
0.0604,6.351301345
0.0608,6.27771856
0.0612,6.204010947
0.0616,6.130074077
0.062,6.055492897
0.0624,5.979946278
0.0628,5.903468076
0.0632,5.826256154
0.0636,5.748459241
0.064,5.670146335
0.0644,5.591470859
0.0648,5.512601017
0.0652,5.433525363
0.0656,5.353998523
0.066,5.273725034
0.0664,5.192741456
0.0668,5.111219868
0.0672,5.029215094
0.0676,4.946539949
0.068,4.863205871
0.0684,4.779694523
0.0688,4.696678688
0.0692,4.614327904
0.0696,4.532074974
0.07,4.449155073
0.0704,4.365365274
0.0708,4.281205163
0.0712,4.197187273
0.0716,4.113362361
0.072,4.029498227
0.0724,3.94562523
0.0728,3.862083519
0.0732,3.778976828
0.0736,3.695926138
0.074,3.612580438
0.0744,3.529285447
0.0748,3.446853407
0.0752,3.365563935
0.0756,3.284608142
0.076,3.202939603
0.0764,3.120558063
0.0768,3.038558275
0.0772,2.957652694
0.0776,2.877031704
0.078,2.795719267
0.0784,2.715755039
0.0788,2.643774107
0.0792,2.588667004
0.0796,2.556641736
0.08,2.547373292
0.0804,2.553613226
0.0808,2.564832899
0.0812,2.573047617
0.0816,2.576505702
0.082,2.578243283
0.0824,2.581328947
0.0828,2.585801556
0.0832,2.589573537
0.0836,2.591328813
0.084,2.592001737
0.0844,2.593371111
0.0848,2.59581972
0.0852,2.597880425
