"time(s), volume(cm3)",
0,9.56227157
0.0004,9.565966009
0.0008,9.565614015
0.0012,9.563854492
0.0016,9.563942448
0.002,9.567638406
0.0024,9.574246677
0.0028,9.580424069
0.0032,9.582102404
0.0036,9.577510704
0.004,9.567990579
0.0044,9.557789961
0.0048,9.551208311
0.0052,9.549717949
0.0056,9.551646757
0.006,9.553751955
0.0064,9.554015178
0.0068,9.552874656
0.0072,9.552172953
0.0076,9.553313282
0.008,9.555858241
0.0084,9.558492633
0.0088,9.560425604
0.0092,9.561744065
0.0096,9.562535348
0.01,9.563062952
0.0104,9.563062952
0.0108,9.56279914
0.0112,9.563238835
0.0116,9.564822133
0.012,9.566846135
0.0124,9.567462333
0.0128,9.564998096
0.0132,9.559459002
0.0136,9.552962375
0.014,9.548666257
0.0144,9.548491002
0.0148,9.551383683
0.0152,9.553576481
0.0156,9.550506895
0.016,9.539825276
0.0164,9.523942401
0.0168,9.508468504
0.0172,9.498502653
0.0176,9.494782583
0.018,9.492967043
0.0184,9.48674853
0.0188,9.472533757
0.0192,9.452288947
0.0196,9.430868474
0.02,9.412271687
0.0204,9.397219745
0.0208,9.384326886
0.0212,9.37281746
0.0216,9.363098113
0.022,9.355072373
0.0224,9.345729376
0.0228,9.330344595
0.0232,9.306347063
0.0236,9.276430089
0.024,9.247062737
0.0244,9.223482949
0.0248,9.205508418
0.0252,9.188336331
0.0256,9.167494196
0.026,9.143278431
0.0264,9.120156145
0.0268,9.102257982
0.0272,9.088420041
0.0276,9.072843124
0.028,9.049517494
0.0284,9.016820776
0.0288,8.978858275
0.0292,8.942019543
0.0296,8.91029818
0.03,8.883275281
0.0304,8.85813334
0.0308,8.831916636
0.0312,8.803562564
0.0316,8.773911521
0.032,8.744065441
0.0324,8.714739118
0.0328,8.68599294
0.0332,8.657537456
0.0336,8.62867728
0.034,8.598190492
0.0344,8.565033112
0.0348,8.528338874
0.0352,8.488417554
0.0356,8.446300453
0.036,8.402915115
0.0364,8.358828518
0.0368,8.314202147
0.0372,8.269690978
0.0376,8.226660292
0.038,8.18628725
0.0384,8.148610116
0.0388,8.111814318
0.0392,8.073393044
0.0396,8.031886238
0.04,7.987527441
0.0404,7.941459348
0.0408,7.894547711
0.0412,7.846617655
0.0416,7.797234551
0.042,7.746905708
0.0424,7.696694058
0.0428,7.647026927
0.0432,7.596972404
0.0436,7.544493376
0.044,7.488383386
0.0444,7.429289171
0.0448,7.369358527
0.0452,7.310730829
0.0456,7.254238412
0.046,7.199567652
0.0464,7.145803192
0.0468,7.091871533
0.0472,7.03660312
0.0476,6.979040793
0.048,6.918681339
0.0484,6.855965847
0.0488,6.79206586
0.0492,6.727987266
0.0496,6.664238029
0.05,6.600913543
0.0504,6.53824662
0.0508,6.47655577
0.0512,6.415611448
0.0516,6.354424479
0.052,6.291364301
0.0524,6.225439926
0.0528,6.157159716
0.0532,6.088229655
0.0536,6.020286217
0.054,5.953812879
0.0544,5.887908801
0.0548,5.82120951
0.0552,5.75281724
0.0556,5.682568698
0.056,5.610744052
0.0564,5.537707859
0.0568,5.463800336
0.0572,5.389564719
0.0576,5.315803608
0.058,5.243117292
0.0584,5.17136007
0.0588,5.099731266
0.0592,5.027492156
0.0596,4.954558469
0.06,4.881642328
0.0604,4.809425303
0.0608,4.737747849
0.0612,4.665810303
0.0616,4.592799515
0.062,4.518644705
0.0624,4.443891203
0.0628,4.368889914
0.0632,4.293459912
0.0636,4.217207386
0.064,4.140199887
0.0644,4.063072108
0.0648,3.986557633
0.0652,3.910757519
0.0656,3.835215034
0.066,3.759406074
0.0664,3.683263217
0.0668,3.607057368
0.0672,3.530881671
0.0676,3.454477487
0.068,3.377511533
0.0684,3.299980684
0.0688,3.222313968
0.0692,3.145095648
0.0696,3.068733673
0.07,2.993328232
0.0704,2.918683044
0.0708,2.844446013
0.0712,2.770242867
0.0716,2.69595989
0.072,2.621849206
0.0724,2.548366918
0.0728,2.47570825
0.0732,2.4036222
0.0736,2.33165412
0.074,2.259663406
0.0744,2.187971245
0.0748,2.117019338
0.0752,2.046901018
0.0756,1.977338782
0.076,1.908077786
0.0764,1.839164021
0.0768,1.770818759
0.0772,1.703228053
0.0776,1.636934477
0.078,1.573682708
0.0784,1.516907517
0.0788,1.470860236
0.0792,1.438867666
0.0796,1.421716597
0.08,1.417008431
0.0804,1.419981825
0.0808,1.425425235
0.0812,1.429871388
0.0816,1.432549751
0.082,1.434453982
0.0824,1.436667095
0.0828,1.439372271
0.0832,1.442099773
0.0836,1.444468733
0.084,1.446537048
0.0844,1.448535163
0.0848,1.450472619
0.0852,1.452165169
0.0856,1.453554144
0.086,1.45490161
0.0864,1.456558746
0.0868,1.458619337
0.0872,1.460809189
0.0876,1.462770086
0.088,1.464389137
0.0884,1.465847734
0.0888,1.467365236
0.0892,1.468970998
0.0896,1.470505935
0.09,1.47182037
0.0904,1.472957181
0.0908,1.474104124
0.0912,1.475447951
0.0916,1.477050746
0.092,1.478819012
0.0924,1.480592893
0.0928,1.482183218
0.0932,1.483484708
0.0936,1.484483254
0.094,1.485314038
0.0944,1.486186224
0.0948,1.487268701
0.0952,1.488625537
0.0956,1.490184348
0.096,1.491817567
0.0964,1.493389469
0.0968,1.494780626
0.0972,1.495933566
0.0976,1.496852218
0.098,1.497641092
0.0984,1.498469828
0.0988,1.499491536
0.0992,1.500741599
0.0996,1.502143828
0.1,1.503561193
0.1004,1.504881045
0.1008,1.506059721
0.1012,1.507089084
0.1016,1.507970926
0.102,1.508713702
0.1024,1.509371035
0.1028,1.510032333
0.1032,1.510768659
0.1036,1.51161463
0.104,1.512549511
0.1044,1.51353506
0.1048,1.514548601
0.1052,1.515620673
0.1056,1.51676905
0.106,1.517969461
0.1064,1.519149355
0.1068,1.520214737
0.1072,1.521118929
0.1076,1.521904527
0.108,1.522648554
0.1084,1.523432088
0.1088,1.524267105
0.1092,1.525117058
0.1096,1.525942685
0.11,1.526731676
0.1104,1.52750837
0.1108,1.528262233
0.1112,1.528968503
0.1116,1.529599472
0.112,1.530200382
0.1124,1.530875398
0.1128,1.531711702
0.1132,1.532707315
0.1136,1.533748728
0.114,1.534683008
0.1144,1.535436942
0.1148,1.536060907
0.1152,1.536663525
0.1156,1.537326731
0.116,1.538057694
0.1164,1.53882561
0.1168,1.539620985
0.1172,1.540447057
0.1176,1.541306529
0.118,1.542172249
0.1184,1.542989616
0.1188,1.543718681
0.1192,1.544365685
0.1196,1.544976767
0.12,1.545600127
0.1204,1.546273094
0.1208,1.547009487
0.1212,1.547824617
0.1216,1.548697071
0.122,1.549575856
0.1224,1.550383432
0.1228,1.551056321
0.1232,1.55160737
0.1236,1.55210281
0.124,1.552639482
0.1244,1.55327956
0.1248,1.554006105
0.1252,1.554762498
0.1256,1.555485267
0.126,1.556125914
0.1264,1.556668299
0.1268,1.55711817
0.1272,1.557481327
0.1276,1.557795502
0.128,1.558103839
0.1284,1.55847681
0.1288,1.558978403
0.1292,1.559649511
0.1296,1.560472616
0.13,1.561371467
0.1304,1.562243369
0.1308,1.563005909
0.1312,1.563654008
0.1316,1.564248408
0.132,1.564876864
0.1324,1.565578436
0.1328,1.566333067
0.1332,1.567070362
0.1336,1.567760619
0.134,1.568429219
0.1344,1.569089727
0.1348,1.569725161
0.1352,1.570278624
0.1356,1.570695918
0.136,1.571019996
0.1364,1.57136861
0.1368,1.571871209
0.1372,1.572578341
0.1376,1.573438203
0.138,1.574321456
0.1384,1.575113336
0.1388,1.575801079
0.1392,1.576426109
0.1396,1.577055781
0.14,1.577717457
0.1404,1.578384419
0.1408,1.578996627
0.1412,1.579518301
0.1416,1.579968451
0.142,1.580413953
0.1424,1.580920171
0.1428,1.581524914
0.1432,1.582218792
0.1436,1.582937585
0.144,1.583636958
0.1444,1.584270204
0.1448,1.584836312
0.1452,1.585342877
0.1456,1.585820744
0.146,1.586298927
0.1464,1.586813443
0.1468,1.587394875
0.1472,1.588048601
0.1476,1.588728783
0.148,1.589383189
0.1484,1.58998113
0.1488,1.590533602
0.1492,1.591087374
0.1496,1.591693693
0.15,1.59233682
0.1504,1.592962349
0.1508,1.593507295
0.1512,1.593946684
0.1516,1.59432753
0.152,1.59471418
0.1524,1.595149189
0.1528,1.595629343
0.1532,1.5961421
0.1536,1.596693151
0.154,1.59729994
0.1544,1.597956492
0.1548,1.598621158
0.1552,1.599213568
0.1556,1.599704871
0.156,1.600123092
0.1564,1.600524131
0.1568,1.600959312
0.1572,1.601426333
0.1576,1.601878083
0.158,1.602284337
0.1584,1.602665315
0.1588,1.603060667
0.1592,1.603486021
0.1596,1.603924849
0.16,1.604350707
0.1604,1.604792895
0.1608,1.605310714
0.1612,1.605957436
