"time(s), volume(cm3)",
0,9.537980756
0.0004,9.529787163
0.0008,9.523767594
0.0012,9.530477
0.0016,9.540146991
0.002,9.539824288
0.0024,9.53438827
0.0028,9.534019989
0.0032,9.539363324
0.0036,9.545683047
0.004,9.54623707
0.0044,9.53775037
0.0048,9.528821592
0.0052,9.530385012
0.0056,9.538994592
0.006,9.54346772
0.0064,9.541115256
0.0068,9.536736843
0.0072,9.534342235
0.0076,9.535217022
0.008,9.538118988
0.0084,9.540331403
0.0088,9.541253599
0.0092,9.542406638
0.0096,9.544113734
0.01,9.54448293
0.0104,9.541991506
0.0108,9.53775037
0.0112,9.53438827
0.0116,9.532547201
0.012,9.531120948
0.0124,9.53052299
0.0128,9.53245517
0.0132,9.536828971
0.0136,9.539916486
0.014,9.537980756
0.0144,9.532777288
0.0148,9.531350954
0.0152,9.536138059
0.0156,9.540100887
0.016,9.538533726
0.0164,9.537427857
0.0168,9.541161371
0.0172,9.542498895
0.0176,9.536506532
0.018,9.531396959
0.0184,9.534572425
0.0188,9.539547704
0.0192,9.537335716
0.0196,9.530936953
0.02,9.528959518
0.0204,9.532363142
0.0208,9.536230173
0.0212,9.537566075
0.0216,9.536414407
0.022,9.534802627
0.0224,9.536322289
0.0228,9.540838584
0.0232,9.542176001
0.0236,9.537842524
0.024,9.533329555
0.0244,9.532317126
0.0248,9.533421605
0.0252,9.535355164
0.0256,9.536736843
0.026,9.535124931
0.0264,9.531304954
0.0268,9.524915677
0.0272,9.513632639
0.0276,9.501924194
0.028,9.496584321
0.0284,9.492800469
0.0288,9.483515426
0.0292,9.472891135
0.0296,9.465869044
0.03,9.459130278
0.0304,9.449877195
0.0308,9.438351905
0.0312,9.424708377
0.0316,9.411870201
0.032,9.401344066
0.0324,9.388313966
0.0328,9.370991516
0.0332,9.353523794
0.0336,9.336526679
0.034,9.318903667
0.0344,9.303226856
0.0348,9.287568478
0.0352,9.267360752
0.0356,9.247384354
0.036,9.232201406
0.0364,9.213973834
0.0368,9.188689431
0.0372,9.16478372
0.0376,9.144444641
0.038,9.119231195
0.0384,9.08833353
0.0388,9.059027307
0.0392,9.033225768
0.0396,9.00638726
0.04,8.974418549
0.0404,8.938438545
0.0408,8.906442241
0.0412,8.883556471
0.0416,8.860807989
0.042,8.826690148
0.0424,8.786220898
0.0428,8.751753402
0.0432,8.722081649
0.0436,8.686866381
0.044,8.645498481
0.0444,8.604878497
0.0448,8.564595058
0.0452,8.520892369
0.0456,8.476764259
0.046,8.434410538
0.0464,8.390023151
0.0468,8.344729641
0.0472,8.303332173
0.0476,8.260569182
0.048,8.209259915
0.0484,8.155654947
0.0488,8.108400837
0.0492,8.064859829
0.0496,8.018575896
0.05,7.966735856
0.0504,7.909038151
0.0508,7.850291415
0.0512,7.795971689
0.0516,7.743370097
0.052,7.68816644
0.0524,7.632778321
0.0528,7.57785545
0.0532,7.5184547
0.0536,7.453989287
0.054,7.388262296
0.0544,7.323001643
0.0548,7.260042549
0.0552,7.200287519
0.0556,7.137944085
0.056,7.068965629
0.0564,6.999172309
0.0568,6.932579583
0.0572,6.864109441
0.0576,6.792040135
0.058,6.72154407
0.0584,6.652647205
0.0588,6.580718881
0.0592,6.506816274
0.0596,6.435309722
0.06,6.365943172
0.0604,6.29547358
0.0608,6.222432546
0.0612,6.147902831
0.0616,6.073691119
0.062,5.999241959
0.0624,5.922048249
0.0628,5.84298501
0.0632,5.765411658
0.0636,5.688882933
0.064,5.610714564
0.0644,5.531152091
0.0648,5.451082062
0.0652,5.369273748
0.0656,5.286011827
0.066,5.203478303
0.0664,5.121766365
0.0668,5.03943312
0.0672,4.95629763
0.0676,4.87276471
0.068,4.788873836
0.0684,4.70451653
0.0688,4.618991933
0.0692,4.53226732
0.0696,4.446314712
0.07,4.362080066
0.0704,4.27741126
0.0708,4.190618086
0.0712,4.102994971
0.0716,4.015988631
0.072,3.929322697
0.0724,3.842289797
0.0728,3.754859462
0.0732,3.66798146
0.0736,3.582417894
0.074,3.497044327
0.0744,3.410360892
0.0748,3.323267584
0.0752,3.237432473
0.0756,3.152325791
0.076,3.066768861
0.0764,2.981142324
0.0768,2.896125059
0.0772,2.811228369
0.0776,2.725573668
0.078,2.639529582
0.0784,2.555165329
0.0788,2.474318421
0.0792,2.400085509
0.0796,2.344100384
0.08,2.323559799
0.0804,2.340022521
0.0808,2.367222278
0.0812,2.376520323
0.0816,2.370403924
0.082,2.367745255
0.0824,2.373844475
0.0828,2.38388559
0.0832,2.392323603
0.0836,2.391407245
0.084,2.383255588
0.0844,2.384222068
0.0848,2.396941316
0.0852,2.402382476
0.0856,2.395233535
0.086,2.391929381
0.0864,2.395967306
0.0868,2.395792654
0.0872,2.393429829
0.0876,2.399222266
0.088,2.408176162
0.0884,2.409055982
0.0888,2.405027168
0.0892,2.406061943
0.0896,2.411596162
0.09,2.413449078
0.0904,2.41040896
0.0908,2.409567629
0.0912,2.413054414
0.0916,2.414649085
0.092,2.412688249
0.0924,2.413373408
0.0928,2.418013525
0.0932,2.420658519
0.0936,2.41984541
0.094,2.420004938
0.0944,2.421765456
0.0948,2.421598046
0.0952,2.419744541
0.0956,2.420198759
0.096,2.423384425
0.0964,2.425429322
0.0968,2.425435062
0.0972,2.426842988
0.0976,2.430134187
0.098,2.431640536
0.0984,2.430798094
0.0988,2.430701949
0.0992,2.431421583
0.0996,2.43061584
0.1,2.429394272
0.1004,2.430780788
0.1008,2.434201533
0.1012,2.436590651
0.1016,2.437538169
0.102,2.439133741
0.1024,2.441450565
0.1028,2.442301204
0.1032,2.441529731
0.1036,2.441339861
0.104,2.441954263
0.1044,2.441570523
0.1048,2.440515191
0.1052,2.440805386
0.1056,2.442413952
0.106,2.444034135
0.1064,2.445781504
0.1068,2.448051817
0.1072,2.449699885
0.1076,2.449814859
0.108,2.449436195
0.1084,2.449857925
0.1088,2.450695992
0.1092,2.45100258
0.1096,2.451162765
0.11,2.452066034
0.1104,2.453205127
0.1108,2.453624374
0.1112,2.453881215
0.1116,2.45494941
0.112,2.456256344
0.1124,2.456802295
0.1128,2.456896872
0.1132,2.457297816
0.1136,2.457958119
0.114,2.458715524
0.1144,2.459877303
0.1148,2.461341841
0.1152,2.462251476
0.1156,2.462261377
0.116,2.462213852
0.1164,2.462784539
0.1168,2.463512132
0.1172,2.464051752
0.1176,2.464896118
0.118,2.466062412
0.1184,2.466789583
0.1188,2.4670893
0.1192,2.467717624
0.1196,2.468535505
0.12,2.468805815
0.1204,2.468605221
0.1208,2.468589286
0.1212,2.46893471
0.1216,2.46945504
0.122,2.470204381
0.1224,2.471336329
0.1228,2.472686718
0.1232,2.47395467
0.1236,2.475092444
0.124,2.475995998
0.1244,2.47620796
0.1248,2.475687832
0.1252,2.475316259
0.1256,2.475753999
0.126,2.476559765
0.1264,2.477165979
0.1268,2.477769856
0.1272,2.478705088
0.1276,2.479751788
0.128,2.480395989
0.1284,2.480496006
0.1288,2.480415452
0.1292,2.480493992
0.1296,2.48068667
0.13,2.480927734
0.1304,2.481415386
0.1308,2.482215174
0.1312,2.483093575
0.1316,2.483749812
0.132,2.484093894
0.1324,2.48433974
0.1328,2.484859207
0.1332,2.485701938
0.1336,2.486623585
0.134,2.48746694
