#Data_structure:,,,,,,,,,,
Sr,a,Ox,bg1,bg2,Ti,T,Pi,P,RCM,sigma
RCM_phi_1_mix_5,0.02,0.130031948882,0.130031948882,0.2549904153354,333,935,430,15,57.6,5.76
RCM_phi_1_mix_5,0.02,0.130031948882,0.130031948882,0.2549904153354,343,958,430,15,29.3,2.93
RCM_phi_1_mix_5,0.02,0.130031948882,0.130031948882,0.2549904153354,353,982,430,15,17.5,1.75
