T(k)	f_exp	Value
298.0	38.29	37.74908265775266
298.0	57.75	55.20221925570079
298.0	71.01	67.93487010944968
298.0	77.21	76.122258453134
298.0	81.24	80.28686152669258
298.0	80.74	80.63674839631797
298.0	75.2	75.06900438737902
298.0	52.89	59.93876776479856
298.0	30.4	39.040214211783635
