T(k)	f_exp	Value
1046.0	4339.999999999999	5593.142876946133
1048.0	3949.999999999995	5327.304888592354
1056.0	3310.0000000000014	4342.534311509308
1072.0	2660.000000000001	3108.894052608324
1130.0	1019.9999999999991	916.5069401916469
1131.0	885.9999999999994	814.5067078149434
1132.0	985.9999999999993	852.4305548609964
