T(k)	f_exp	Value
298.0	50.2	47.869892299588656
298.0	70.67	67.07153698670147
298.0	92.99	87.31871466669958
298.0	102.38	98.71554103876096
298.0	105.57	101.75937327502696
298.0	102.55	101.37304616447155
298.0	91.98	92.01863005457174
298.0	62.28	65.7537032441829
