T(k)	f_exp	Value
300.0	32.199	31.966051489274808
300.0	48.9529	51.63859107558562
300.0	68.5864	70.20700370135326
300.0	72.5131	70.20700370135326
300.0	73.2984	70.20700370135326
300.0	91.3613	87.21676118784195
300.0	103.665	102.5033700425593
300.0	124.346	115.66747137265179
300.0	133.77	127.14924283551224
