T(k)	f_exp	Value
300.0	42.9688	45.51552874472809
300.0	46.875	51.516217342496276
300.0	51.7578	57.14123253845364
300.0	62.5	66.19873666249318
300.0	65.4297	69.15687644249121
300.0	74.2187	78.21334587198231
300.0	81.0547	84.3206952106974
300.0	90.8203	91.50286193831879
300.0	98.6328	98.53082267031259
300.0	105.469	104.9497616578764
300.0	112.305	111.31203877392623
300.0	119.141	117.19263135530052
