T(k)	f_exp	Value
600.0	59.141	55.84041687793949
600.0	58.9207	55.84041687793949
600.0	66.8502	65.23410056194125
600.0	72.5771	74.50487332137736
600.0	70.3744	74.50487332137736
600.0	82.7093	84.90653023496031
600.0	79.8458	84.90653023496031
600.0	78.5242	84.90653023496031
600.0	97.6872	97.27798111919377
600.0	86.2335	97.27798111919377
600.0	115.088	112.66922581510137
600.0	132.709	133.4400080963981
600.0	132.269	133.4400080963981
