T(k)	f_exp	Value
298.0	48.73	44.515962336880094
298.0	110.59	110.66999227104
298.0	158.48	156.26246140352902
298.0	170.76	170.53694440897368
298.0	186.44	184.4810821699675
298.0	180.93	180.54022457213176
298.0	166.95	163.61013513073715
298.0	145.76	141.89951057789665
298.0	121.61	119.1339993858951
