,mass,volume,temperature,AR,HE,N2,H2,H,O,O2,OH,H2O,HO2,H2O2,CO,CO2,C,CH,CH2,CH2(S),CH3,CH4,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,CH2CHO,CH3CHO,CH3CO,H2CC,OH*,CH*
1.5174877387676197e-13,1.2294558304166259,1.0,1371.0000000000005,0.9350792606879356,0.0,0.0,0.00015535660160804037,5.663820834434084e-19,1.2510549386363075e-16,0.024329460306269857,2.005487319895521e-24,1.064857314223761e-31,1.8543007807910573e-17,8.386284006001434e-28,0.04043592240418593,3.4413196165786813e-16,3.0002054749860014e-43,1.244001831591001e-39,2.0092451196289015e-44,4.993598317137901e-40,4.0524482999191686e-41,3.85821997188571e-50,1.3608563276006561e-21,1.5175558946397278e-23,5.793153048250268e-41,7.446684734394454e-43,1.3609410364041825e-50,2.694011990939029e-51,2.896089975899018e-57,7.072678332636224e-63,1.7165601808902285e-67,1.624632884661669e-73,2.2779704594603944e-72,6.372636906577587e-45,1.2611065240107583e-46,1.645603306273166e-54,3.7911914081329974e-61,1.2579183319378712e-50,4.4921838267122177e-60,2.4624829363881513e-42,3.915778913015565e-55
1.5176394875414965e-09,1.2294558304166259,1.0,1371.0000000043676,0.9350792606879356,0.0,0.0,0.00015535660159669506,5.670188656983315e-15,1.2510781965347136e-12,0.02432946030358788,2.0038090656016825e-16,1.0639662082793887e-19,1.8545799337765145e-13,8.386658138273365e-20,0.040435922401995644,3.441677675727574e-12,2.79260867790547e-35,1.2417767734564964e-31,1.449636669416452e-32,3.5950128384199144e-32,4.6061119847343846e-33,4.3853473091477384e-38,1.406748379356564e-17,1.5219622762361298e-19,5.844086161612323e-33,1.1309357173683323e-34,1.4628893999036413e-38,2.7619254483339394e-43,1.8020823023601424e-43,7.021108560406463e-51,1.6685885518075447e-51,1.8320406795104733e-61,2.58897041395907e-60,7.92107618489127e-34,1.6009639243004635e-35,1.864170034033184e-42,2.3185835578455117e-45,7.679739255650133e-39,4.3666858364310517e-48,1.5369688551460099e-30,2.978607135261571e-43
1.6692516875217695e-08,1.2294558304166259,1.0,1371.0000000480395,0.9350792606879356,0.0,0.0,0.00015535660148203667,6.27583535807548e-14,1.375384074394451e-11,0.024329460276761316,1.5479008842883936e-14,5.525383924670718e-17,2.0404850776394076e-12,6.51103091983314e-18,0.04043592238009205,3.785610723150617e-11,1.551002887324212e-33,9.258301668446625e-30,2.9945404823564966e-30,1.087932436459308e-30,4.516353708822181e-31,2.885597688078271e-35,1.7912370011454262e-16,1.671617215023853e-18,5.28482634736531e-31,3.52022139620675e-32,1.282830029967495e-35,2.332080803466533e-41,2.4657974877457847e-40,8.176989298414601e-48,1.412356717304925e-47,8.304225009550301e-60,-1.660471066365459e-58,3.9228835706993586e-31,2.217127839883651e-32,1.2037730109705964e-39,2.836547492522606e-42,1.3904609409398616e-36,5.525248132705134e-45,3.9618525107681834e-28,6.34562954323477e-41
3.18673942628939e-08,1.2294558304166259,1.0,1371.000000091713,0.9350792606879356,0.0,0.0,0.000155356601365767,1.203724276150262e-13,2.624762467032216e-11,0.024329460249925595,4.8348343066183466e-14,2.447803849866477e-16,3.896359634044139e-12,2.0386816437124053e-17,0.0404359223581874,7.227213552569013e-11,4.181872513900044e-33,2.876395205868397e-29,1.0674778263231672e-29,2.4893173194390983e-30,1.5206239401550649e-30,1.3497620992235406e-34,3.8205930681601994e-16,3.2523577780516557e-18,1.7779860194829548e-30,1.4557206188705239e-31,6.433247896317887e-35,7.617319608249263e-41,1.2044745617507731e-39,3.598069237738265e-47,8.16813003452641e-47,2.3347534933555036e-58,6.180562506782918e-58,1.7247022511816025e-30,1.0844422636210668e-31,5.595677973016114e-39,1.3864278550502672e-41,4.939410797439301e-36,2.4598335802152057e-44,1.5457001893578921e-27,2.232664211245015e-40
4.7042271650570096e-08,1.2294558304166259,1.0,1371.0000001353912,0.9350792606879356,0.0,0.0,0.00015535660124774123,1.7856626638035916e-13,3.873171457185821e-11,0.024329460223079934,1.00130548079417e-13,6.62399259157934e-16,5.753166736762947e-12,4.232836630298199e-17,0.04043592233628143,1.0669021137232066e-10,7.522030751772491e-33,5.863281069484587e-29,2.3924773395093194e-29,4.0126938526926916e-30,3.338849231147899e-30,3.8227122784856006e-34,6.116330554904368e-16,4.812956324625903e-18,3.9906010342278695e-30,3.842709981293237e-31,1.966030779386241e-34,1.627057924690572e-40,3.486163813793737e-39,1.0962426062426705e-46,3.050543227168666e-46,1.432409073642113e-57,1.430622948139386e-57,4.606043764355122e-30,3.142383125315982e-31,1.5745860553102443e-38,4.040595111769162e-41,1.1150471919249129e-35,7.854968741030697e-44,3.5377064139912275e-27,4.889418628019053e-40
6.22171490382463e-08,1.2294558304166259,1.0,1371.000000179076,0.9350792606879356,0.0,0.0,0.00015535660112790523,2.373626971574087e-13,5.1205916163056736e-11,0.024329460196223986,1.7114860429785987e-13,1.4074395105450241e-15,7.610941189914384e-12,7.25384640678929e-17,0.040435922314373915,1.4111066887117986e-10,1.1246547024642649e-32,9.809242441786505e-29,4.308816166290565e-29,5.6109422603899855e-30,5.995152570736264e-30,8.45223994988921e-34,8.659053775922063e-16,6.354289467591804e-18,7.257927382976851e-30,7.751265603299179e-31,4.620798184692949e-34,2.8427420304684293e-40,7.780706840911774e-39,2.4841730655861215e-46,8.4754327738775e-46,6.550021897392706e-57,2.2855660597716683e-57,9.621909581642139e-30,7.020887599586897e-31,3.4584697153946296e-38,9.118091500082353e-41,2.035170955534741e-35,1.8301484418663487e-43,6.377972831968444e-27,8.552654936545614e-40
9.415675732511951e-08,1.2294558304166259,1.0,1371.0000002710538,0.9350792606879356,0.0,0.0,0.00015535660086963903,3.6315613788455713e-13,7.742893283686475e-11,0.024329460139663667,3.8315747476711494e-13,4.657970495887128e-15,1.1524397904239171e-11,1.6342004191229864e-16,0.04043592226825745,2.1356742418434405e-10,1.9460393495898153e-32,2.0759651824392288e-28,1.0335602460382467e-28,9.288857647592653e-30,1.4764048978323752e-29,3.0588197901466457e-33,1.474838367973485e-15,9.593945049006858e-18,1.8087711386331732e-29,2.2107149923537658e-30,1.850734822309648e-33,6.5327139424155425e-40,2.785681798399333e-38,9.114960897186797e-46,4.869631224483667e-45,7.1564148909563e-56,9.450017123074744e-57,3.014556781138203e-29,2.520096725541597e-30,1.2277349580698996e-37,3.413703184998637e-40,5.107334070304044e-35,6.996580198947304e-43,1.5158548916999717e-26,1.903036065746284e-39
1.2609636561199273e-07,1.2294558304166259,1.0,1371.000000363086,0.9350792606879356,0.0,0.0,0.0001553566006031273,4.917655492702512e-13,1.0360853466527289e-10,0.02432946008305564,6.789003889637201e-13,1.0799619266431578e-14,1.54423700877557e-11,2.9127807783211944e-16,0.04043592222213141,2.860390864041851e-10,2.7925562462767096e-32,3.484992032818244e-28,1.9047289542635084e-28,1.3414531467702694e-29,2.8210602673741487e-29,7.565419474024866e-33,2.1703185550652155e-15,1.282229040911614e-17,3.4699671049770106e-29,4.564588821164634e-30,4.8269293371382895e-33,1.1678060528237495e-39,6.743705807161155e-38,2.2590649605527997e-45,1.5672255886858442e-44,5.23175994450072e-55,2.398537976739022e-56,6.65451854964899e-29,6.112238232390658e-30,2.988318112183126e-37,8.611984893813321e-40,9.852886026726858e-35,1.7583111819817582e-42,2.7836747218785956e-26,3.278422947429284e-39
1.5803597389886595e-07,1.2294558304166259,1.0,1371.0000004551869,0.9350792606879356,0.0,0.0,0.00015535660032827472,6.232673839973098e-13,1.2974526744012363e-10,0.024329460026398717,1.0569658910855615e-12,2.0721746094131563e-14,1.9364977553441563e-11,4.561092071968319e-16,0.04043592217599408,3.5852837769402303e-10,3.641391454286304e-32,5.1500442102203785e-28,3.038029800725171e-28,1.7983614743660453e-29,4.683330559217041e-29,1.5324215404513157e-32,2.936378885826431e-15,1.60380958646657e-17,5.746149262065775e-29,7.908461600485201e-30,1.0097215856149657e-32,1.8143964749718758e-39,1.3309729343700151e-37,4.5698963093063694e-45,3.8693650218613537e-44,1.777999384196743e-54,6.546037745681226e-56,1.2180660958557718e-28,1.2082772063389328e-29,5.962782282207226e-37,1.770170750931576e-39,1.645299159382865e-34,3.609239375742617e-42,4.452092483515739e-26,4.920704659711423e-39
2.1763797977133487e-07,1.2294558304166259,1.0,1371.0000006272992,0.9350792606879356,0.0,0.0,0.00015535659979274745,8.766554942904333e-13,1.7840610288783918e-10,0.024329459920537446,1.977273839615598e-12,5.263507457223032e-14,2.6697743493801375e-11,8.624674334237633e-16,0.04043592208986151,4.938564918086287e-10,5.217281102437643e-32,8.78554448397095e-28,5.809182499519463e-28,2.7668803983251663e-29,9.702830120303279e-29,4.256068754690889e-32,4.5198652379788854e-15,2.2074483975366083e-17,1.1716414620929184e-28,1.694613239798124e-29,2.8912801213021567e-32,3.318750512535091e-39,3.4897106721314018e-37,1.2446228255004838e-44,1.4232421188898705e-43,1.2859080709037456e-53,3.283203745443313e-55,2.8331633959750083e-28,3.176493138045581e-29,1.6092234647219404e-36,5.027119114117497e-39,3.4309474841703586e-34,9.84337585543275e-42,8.6834373386625e-26,8.533995712202004e-39
2.7723998564380376e-07,1.2294558304166259,1.0,1371.0000007998017,0.9350792606879356,0.0,0.0,0.00015535659922732365,1.1407947950962025e-12,2.269234854485948e-10,0.02432945981449487,3.17035769030698e-12,1.0631137201576563e-13,3.404785422619445e-11,1.3972795846523628e-15,0.040435922003673186,6.292719847999763e-10,6.784343334343764e-32,1.2949527847914138e-27,9.355313571742724e-28,3.869235963659682e-29,1.690828333126089e-28,9.236786906327852e-32,6.2570250589395484e-15,2.8098084013469506e-17,2.0107098310697026e-28,3.0007936068878136e-29,6.35766578982869e-32,5.1389034104573556e-39,7.156475534995934e-37,2.6566970156905443e-44,3.745900607332528e-43,4.869029410263447e-53,1.1621355130504412e-54,5.280161469574698e-28,6.528461662044029e-29,3.4017493808113745e-36,1.1099721691183086e-38,6.001625608234607e-34,2.086232546294799e-41,1.4436035322412367e-25,1.269571576526744e-38
3.368419915162727e-07,1.2294558304166259,1.0,1371.0000009727942,0.9350792606879356,0.0,0.0,0.00015535659863146422,1.4160980855952483e-12,2.75301433500199e-10,0.02432945970826358,4.627444721387234e-12,1.873055199574365e-13,4.141613515411475e-11,2.0603332454634107e-15,0.0404359219174185,7.647915287373215e-10,8.346117502137177e-32,1.7502148990254567e-27,1.3567366355343649e-27,5.091012937371582e-29,2.6496859890899497e-28,1.7315677782401698e-31,8.121147243316849e-15,3.417857045647584e-17,3.0921481407053833e-28,4.7136804999672975e-29,1.1968952270888685e-31,7.197426639838733e-39,1.268047718173674e-36,4.871798576215217e-44,8.114862093913918e-43,1.5010321317001441e-52,3.294307910329543e-54,8.62088842969155e-28,1.1590105194014303e-28,6.216510842180039e-36,2.1120575918628856e-38,9.428768352329037e-34,3.749332914037689e-41,2.1804595144115293e-25,1.7257101560103036e-38
3.964439973887416e-07,1.2294558304166259,1.0,1371.000001146374,0.9350792606879356,0.0,0.0,0.00015535659800462577,1.7029665616027522e-12,3.235442574580692e-10,0.024329459601835468,6.339939911767046e-12,3.0120713034675754e-13,4.880347067567479e-11,2.851418374582682e-15,0.040435921831086775,9.004319581365885e-10,9.904171528836022e-32,2.2364157890221176e-27,1.8340460772883177e-27,6.417529721078004e-29,3.864054208198482e-28,2.9432702862451742e-31,1.0094248785325858e-14,4.034888064205033e-17,4.44188934526269e-28,6.895618647803159e-29,2.0355983939143825e-31,9.438393359344323e-39,2.037591431399108e-36,8.130014584283463e-44,1.5481864495501385e-42,3.8932615478984345e-52,8.021432854622328e-54,1.2889060211222917e-27,1.8656706348119783e-28,1.030289558711119e-35,3.6392088026034253e-38,1.3774585361137597e-33,6.099207631436193e-41,3.0877042513334077e-25,2.2133817284001473e-38
5.230166961873523e-07,1.2294558304166259,1.0,1371.0000015173339,0.9350792606879356,0.0,0.0,0.00015535659656838404,2.3521122627996113e-12,4.2556637053657787e-10,0.024329459375129196,1.0789375430874303e-11,6.759068308569817e-13,6.455877974798074e-11,4.955227288875814e-15,0.04043592164744884,1.188954984980076e-09,1.3199952461653156e-31,3.3587418961058206e-27,2.9987070391810135e-27,9.510859130496348e-29,7.348128172429928e-28,7.323422470909984e-31,1.460489156968673e-14,5.3618440796585345e-17,8.260342375173264e-28,1.324115932777721e-28,5.061503127367713e-31,1.4692007515301294e-38,4.498020123178826e-36,1.96529935786489e-43,4.665399144089092e-42,2.055239823245242e-51,3.945533530702308e-53,2.5054531901124803e-27,4.132259444021425e-28,2.42518493571412e-35,9.303789380203492e-38,2.625938161080951e-33,1.3810401364676438e-40,5.622899316682486e-25,3.340423448880165e-38
6.495893949859629e-07,1.2294558304166259,1.0,1371.0000018921614,0.9350792606879356,0.0,0.0,0.00015535659498543003,3.058069499248366e-12,5.270417922955114e-10,0.02432945914741468,1.6287980699419507e-11,1.2708498582234878e-12,8.041294231152202e-11,7.634080418884267e-15,0.04043592146332548,1.4782399752958002e-09,1.6479390030436794e-31,4.5947997786749535e-27,4.328299156003671e-27,1.2955042554859718e-28,1.2169639588162894e-27,1.5002837747965418e-30,1.9570714284902414e-14,6.7714051131099e-17,1.3425976836333197e-27,2.208926098175685e-28,1.0354964328366805e-30,2.0511804243174158e-38,8.249002649578143e-36,3.935578261549122e-43,1.0912258998080745e-41,7.099796978413653e-51,1.340794194378584e-52,4.14902430010104e-27,7.599781744810794e-28,4.7118328827038034e-35,1.9512481371288033e-37,4.355504328446718e-33,2.5679464134260454e-40,9.06665616475686e-25,4.581796633817177e-38
