VPRO   0.0000000      1.0000000    
VPRO  0.53564301E-04 0.98697893    
VPRO  0.10558695E-03 0.98978709    
VPRO  0.24723487E-03  1.0370260    
VPRO  0.39569853E-03  1.0268130    
VPRO  0.47075514E-03  1.0314582    
VPRO  0.21088182E-02  1.0089378    
VPRO  0.68631987E-01  1.0133887    
VPRO  0.68937112E-01 0.98898091    
VPRO  0.69270711E-01  1.0421754    
VPRO  0.69445289E-01  1.0355328    
VPRO  0.69603949E-01 0.99876898    
VPRO  0.70329152E-01 0.99493996    
VPRO  0.71483116E-01  1.0336468    
VPRO  0.71805397E-01  1.0287545    
VPRO  0.71906898E-01 0.98962381    
VPRO  0.72305378E-01  1.0418573    
VPRO  0.74209243E-01 0.99478616    
VPRO  0.74296692E-01 0.98842978    
VPRO  0.74674664E-01  1.0050843    
VPRO  0.75222508E-01 0.99818053    
VPRO  0.75347543E-01  1.0423235    
VPRO  0.75553031E-01  1.0321310    
VPRO  0.75604281E-01  1.0182876    
VPRO  0.79552679E-01 0.99587955    
VPRO  0.79603013E-01  1.0146597    
VPRO  0.79774040E-01  1.0378970    
VPRO  0.80301443E-01  1.0245462    
VPRO  0.80406457E-01 0.98867052    
VPRO  0.80465088E-01 0.98125480    
VPRO  0.80604184E-01  1.0059585    
VPRO  0.82891413E-01  1.0085630    
VPRO  0.82958468E-01 0.98819298    
VPRO  0.83138266E-01  1.0010667    
VPRO  0.83253226E-01  1.0316523    
VPRO  0.83388084E-01  1.0228722    
VPRO  0.83638757E-01  1.0321405    
VPRO  0.84261089E-01 0.97707760    
VPRO  0.84695606E-01  1.0186800    
VPRO  0.84762106E-01  1.0169577    
VPRO  0.85096668E-01 0.97124634    
VPRO  0.85215617E-01 0.98027016    
VPRO  0.86151257E-01 0.96511335    
VPRO  0.86259887E-01 0.98869771    
VPRO  0.86446482E-01 0.99597467    
VPRO  0.86508964E-01 0.98065420    
VPRO  0.86650076E-01 0.96305412    
VPRO  0.86741379E-01 0.98322143    
VPRO  0.88691419E-01 0.88527111    
VPRO  0.88754556E-01 0.87444053    
VPRO  0.88881060E-01 0.87637448    
VPRO  0.89023594E-01 0.90114837    
VPRO  0.89163572E-01 0.87124277    
VPRO  0.89592744E-01 0.84319600    
VPRO  0.90601222E-01 0.82160446    
VPRO  0.90744360E-01 0.81137915    
VPRO  0.90855819E-01 0.78644777    
VPRO  0.90961468E-01 0.77957281    
VPRO  0.91547094E-01 0.75847513    
VPRO  0.91602659E-01 0.76147936    
VPRO  0.91706563E-01 0.74357983    
VPRO  0.91763907E-01 0.74276419    
VPRO  0.91936435E-01 0.72343185    
VPRO  0.92123900E-01 0.73484235    
VPRO  0.92543794E-01 0.70499898    
VPRO  0.92642457E-01 0.68586192    
VPRO  0.93062890E-01 0.66221763    
VPRO  0.93123241E-01 0.66423616    
VPRO  0.94450822E-01 0.57947608    
VPRO  0.95010573E-01 0.53224927    
VPRO  0.95288930E-01 0.52584228    
VPRO  0.95412364E-01 0.51369348    
VPRO  0.95702937E-01 0.49731651    
VPRO  0.95807448E-01 0.48510939    
VPRO  0.96807819E-01 0.42046683    
VPRO  0.97602624E-01 0.37428861    
VPRO  0.97852580E-01 0.35720479    
VPRO  0.98554559E-01 0.31046016    
VPRO  0.98905198E-01 0.28776526    
VPRO  0.99158540E-01 0.27195130    
VPRO  0.99605546E-01 0.24518201    
VPRO  0.99855256E-01 0.22907043    
VPRO  0.10020315     0.20852359    
VPRO  0.10035374     0.19936904    
VPRO  0.10115577     0.15815181    
VPRO  0.10180562     0.13349987    
VPRO  0.10200952     0.12850535    
VPRO  0.10260999     0.11951759    
VPRO  0.10340350     0.11481907    
VPRO  0.10562489     0.11496371    
VPRO  0.10714816     0.11692421    
VPRO  0.10925764     0.11713280    
VPRO  0.11400952     0.11932652    
VPRO  0.12870436     0.12289656    
VPRO  0.15278907     0.12607436    
VPRO  0.18973728     0.12910168    
VPRO  0.23989101     0.13221587    
VPRO  0.32202642     0.13632122    
VPRO  0.42097026     0.14095081    
VPRO  0.49903819     0.14440905    
VPRO  0.49995000     0.14425405    

