"time(s), volume(cm3)",
0,9.889135191
0.0004,9.890138136
0.0008,9.891643001
0.0012,9.893688936
0.0016,9.895967656
0.002,9.897551898
0.0024,9.897320021
0.0028,9.894577104
0.0032,9.889829512
0.0036,9.885048732
0.004,9.882506335
0.0044,9.883546221
0.0048,9.887476998
0.0052,9.891797377
0.0056,9.893766161
0.006,9.892376335
0.0064,9.888865208
0.0068,9.885819458
0.0072,9.884971667
0.0076,9.886397596
0.008,9.888556677
0.0084,9.890253876
0.0088,9.891295677
0.0092,9.892492137
0.0096,9.89434539
0.01,9.896469912
0.0104,9.897667842
0.0108,9.897088156
0.0112,9.89504057
0.0116,9.892646543
0.012,9.891025556
0.0124,9.890523948
0.0128,9.890678282
0.0132,9.890871208
0.0136,9.891025556
0.014,9.891604408
0.0144,9.892955373
0.0148,9.894924699
0.0152,9.89650855
0.0156,9.896585826
0.016,9.894731587
0.0164,9.891488631
0.0168,9.888055364
0.0172,9.885588225
0.0176,9.884663422
0.018,9.885010199
0.0184,9.885896539
0.0188,9.886628873
0.0192,9.886667421
0.0196,9.886127788
0.02,9.885780919
0.0204,9.886436141
0.0208,9.888479548
0.0212,9.891257087
0.0216,9.893264227
0.022,9.893225619
0.0224,9.891064143
0.0228,9.887824008
0.0232,9.884740481
0.0236,9.882121257
0.024,9.879080381
0.0244,9.874427093
0.0248,9.867782975
0.0252,9.860000067
0.0256,9.852613903
0.026,9.846576861
0.0264,9.841501774
0.0268,9.835671106
0.0272,9.827339342
0.0276,9.815649601
0.028,9.80142317
0.0284,9.786605151
0.0288,9.772739821
0.0292,9.760341518
0.0296,9.748539462
0.03,9.736101487
0.0304,9.722069816
0.0308,9.706165437
0.0312,9.688630694
0.0316,9.669889155
0.032,9.650503978
0.0324,9.630883501
0.0328,9.610923486
0.0332,9.589839943
0.0336,9.566758697
0.034,9.541572521
0.0344,9.515413621
0.0348,9.489807459
0.0352,9.465232296
0.0356,9.440529145
0.036,9.413570885
0.0364,9.383312777
0.0368,9.350406008
0.0372,9.316628229
0.0376,9.283434384
0.038,9.250780363
0.0384,9.217903605
0.0388,9.184034679
0.0392,9.149105851
0.0396,9.1134676
0.04,9.077174709
0.0404,9.039968637
0.0408,9.001447001
0.0412,8.961409087
0.0416,8.919938019
0.042,8.877086705
0.0424,8.832730906
0.0428,8.786755711
0.0432,8.739373276
0.0436,8.691216627
0.044,8.643338836
0.0444,8.596462551
0.0448,8.550533336
0.0452,8.504253087
0.0456,8.455988009
0.046,8.404747329
0.0464,8.351006878
0.0468,8.296324455
0.0472,8.242018567
0.0476,8.188238932
0.048,8.133953879
0.0484,8.077979742
0.0488,8.019896685
0.0492,7.960226264
0.0496,7.899757923
0.05,7.839209026
0.0504,7.778720621
0.0508,7.718122657
0.0512,7.656833602
0.0516,7.594068099
0.052,7.529206652
0.0524,7.462027767
0.0528,7.392888164
0.0532,7.322490984
0.0536,7.251431704
0.054,7.180133157
0.0544,7.108769482
0.0548,7.037467736
0.0552,6.966243392
0.0556,6.895046163
0.056,6.823832567
0.0564,6.752549313
0.0568,6.681090322
0.0572,6.609151259
0.0576,6.536330453
0.058,6.462216561
0.0584,6.386631333
0.0588,6.309578115
0.0592,6.23111459
0.0596,6.151448423
0.06,6.071049568
0.0604,5.990563374
0.0608,5.91041534
0.0612,5.830500018
0.0616,5.750305243
0.062,5.669429559
0.0624,5.58793192
0.0628,5.506063726
0.0632,5.42375143
0.0636,5.340539663
0.064,5.256157202
0.0644,5.171016068
0.0648,5.086007976
0.0652,5.001726889
0.0656,4.917995642
0.066,4.834119521
0.0664,4.749520729
0.0668,4.664090708
0.0672,4.577987734
0.0676,4.491345334
0.068,4.404358187
0.0684,4.317421784
0.0688,4.230993609
0.0692,4.145071782
0.0696,4.059106955
0.07,3.972461333
0.0704,3.885081003
0.0708,3.797592642
0.0712,3.710677428
0.0716,3.624528189
0.072,3.538908486
0.0724,3.453604212
0.0728,3.368598806
0.0732,3.283861011
0.0736,3.199193141
0.074,3.114499798
0.0744,3.030176645
0.0748,2.946863077
0.0752,2.864770893
0.0756,2.783387219
0.076,2.702111816
0.0764,2.621065749
0.0768,2.541011758
0.0772,2.462283159
0.0776,2.384275024
0.078,2.30666786
0.0784,2.231783667
0.0788,2.165491336
0.0792,2.115134902
0.0796,2.085772901
0.08,2.077190979
0.0804,2.083430858
0.0808,2.095308155
0.0812,2.104962511
0.0816,2.109481728
0.082,2.110753204
0.0824,2.11197583
0.0828,2.114517601
0.0832,2.117560682
0.0836,2.119817136
0.084,2.121115439
0.0844,2.12225394
0.0848,2.123828403
0.0852,2.125521091
0.0856,2.126682078
0.086,2.127235096
0.0864,2.127822592
0.0868,2.129116427
0.0872,2.131088976
0.0876,2.133129079
0.088,2.134695258
0.0884,2.135826537
0.0888,2.136908335
0.0892,2.138170479
0.0896,2.139482688
0.09,2.140563035
0.0904,2.141325946
0.0908,2.141960652
0.0912,2.142699888
