"time(s), volume(cm3)",
0,9.850128071
0.0004,9.849689333
0.0008,9.851039442
0.0012,9.852896546
0.0016,9.853943638
0.002,9.853707175
0.0024,9.85262637
0.0028,9.851444558
0.0032,9.850499346
0.0036,9.8495206
0.004,9.848407131
0.0044,9.847462598
0.0048,9.847159044
0.0052,9.847226499
0.0056,9.846653168
0.006,9.844360625
0.0064,9.840317998
0.0068,9.835741034
0.0072,9.832345179
0.0076,9.831101838
0.008,9.831773869
0.0084,9.833656125
0.0088,9.836178324
0.0092,9.83917329
0.0096,9.842642034
0.01,9.846214792
0.0104,9.849149412
0.0108,9.850870655
0.0112,9.851275756
0.0116,9.850938169
0.012,9.85043184
0.0124,9.850128071
0.0128,9.849891822
0.0132,9.8495206
0.0136,9.849115668
0.014,9.849048184
0.0144,9.849824325
0.0148,9.851410797
0.0152,9.853132963
0.0156,9.854078765
0.016,9.853808515
0.0164,9.852660142
0.0168,9.851275756
0.0172,9.85009432
0.0176,9.848913217
0.018,9.847530059
0.0184,9.846181072
0.0188,9.845607884
0.0192,9.846248511
0.0196,9.847968571
0.02,9.849959321
0.0204,9.85147832
0.0208,9.852356213
0.0212,9.852761456
0.0216,9.852862773
0.022,9.852660142
0.0224,9.85201854
0.0228,9.851073201
0.0232,9.84999307
0.0236,9.848845736
0.024,9.84766498
0.0244,9.846552
0.0248,9.845709029
0.0252,9.845169615
0.0256,9.844326921
0.026,9.842372515
0.0264,9.838735691
0.0268,9.833622507
0.0272,9.827844008
0.0276,9.822006375
0.028,9.816143348
0.0284,9.810188183
0.0288,9.804041137
0.0292,9.797669737
0.0296,9.790642396
0.03,9.781932855
0.0304,9.770524838
0.0308,9.756506428
0.0312,9.741186308
0.0316,9.726577571
0.032,9.713783696
0.0324,9.702266885
0.0328,9.690294551
0.0332,9.676089705
0.0336,9.6591917
0.034,9.640307648
0.0344,9.62061495
0.0348,9.600888663
0.0352,9.581224812
0.0356,9.561308267
0.036,9.540924019
0.0364,9.519955018
0.0368,9.498193947
0.0372,9.475222615
0.0376,9.450663977
