"Time  (sec)","Volume  (cm3)","Temperature  (K)","Pressure  (bar)","Mole_fraction_AR  ()","Mole_fraction_HE  ()","Mole_fraction_N2  ()","Mole_fraction_H2  ()","Mole_fraction_H  ()","Mole_fraction_O  ()","Mole_fraction_O2  ()","Mole_fraction_OH  ()","Mole_fraction_H2O  ()","Mole_fraction_HO2  ()","Mole_fraction_H2O2  ()","Mole_fraction_CO  ()","Mole_fraction_CO2  ()","Mole_fraction_C  ()","Mole_fraction_CH  ()","Mole_fraction_CH2  ()","Mole_fraction_CH2(S)  ()","Mole_fraction_CH3  ()","Mole_fraction_CH4  ()","Mole_fraction_HCO  ()","Mole_fraction_CH2O  ()","Mole_fraction_CH2OH  ()","Mole_fraction_CH3O  ()","Mole_fraction_CH3OH  ()","Mole_fraction_C2H  ()","Mole_fraction_C2H2  ()","Mole_fraction_C2H3  ()","Mole_fraction_C2H4  ()","Mole_fraction_C2H5  ()","Mole_fraction_C2H6  ()","Mole_fraction_HCCO  ()","Mole_fraction_CH2CO  ()","Mole_fraction_CH2CHO  ()","Mole_fraction_CH3CHO  ()","Mole_fraction_CH3CO  ()","Mole_fraction_H2CC  ()","Mole_fraction_OH*  ()","Mole_fraction_CH*  ()","Specific_heat_Cp  (erg/g-K)","Heat_capacity_ratio  ()","Entropy  (erg/g-K)","Ppmvd15%O2_CO  (ppm)"
0.0092,1,2343.294,1.332844,0.942607,1.794975E-22,0,9.16358E-05,0.0004928222,0.001943691,0.01968843,0.0007331721,0.001017172,2.538328E-07,1.712512E-09,0.006201755,0.02722402,1.928817E-15,2.473853E-17,1.379281E-18,1.010427E-19,8.009731E-19,1.225139E-20,1.585156E-09,6.356639E-13,1.482874E-18,9.746452E-20,2.863301E-21,2.01142E-23,1.168311E-22,7.169217E-28,3.191904E-29,2.629007E-34,6.229629E-37,7.673644E-20,1.163803E-20,8.140784E-27,8.003585E-28,3.833833E-26,2.590724E-25,6.311374E-12,6.314465E-24,6393368,1.486802,52756740,1957.44
0.0096,1,2346.894,1.334727,0.9427235,1.7952E-22,0,9.01629E-05,0.0004728785,0.00188062,0.0196433,0.0007280189,0.001031409,2.477276E-07,1.666622E-09,0.006052933,0.02737697,1.916746E-15,2.33973E-17,1.330273E-18,9.756897E-20,7.521797E-19,1.160641E-20,1.4885E-09,6.10463E-13,1.365249E-18,8.931756E-20,2.676026E-21,1.957503E-23,1.131367E-22,6.581428E-28,2.483104E-29,1.281131E-34,3.927046E-37,7.444993E-20,1.115272E-20,7.431578E-27,4.283712E-28,3.51276E-26,2.379635E-25,6.061718E-12,6.105109E-24,6393930,1.486649,52757480,1910.044
0.01,1,2350.26,1.336487,0.9428323,1.795406E-22,0,8.873782E-05,0.0004544778,0.001822231,0.01960054,0.0007229339,0.001044779,2.420064E-07,1.623499E-09,0.005913039,0.02752073,1.902723E-15,2.216867E-17,1.283747E-18,9.426453E-20,7.083631E-19,1.102476E-20,1.401129E-09,5.870604E-13,1.260909E-18,8.212688E-20,2.506843E-21,1.903875E-23,1.095781E-22,6.059029E-28,2.288783E-29,1.128862E-34,3.460114E-37,7.22571E-20,1.070608E-20,6.812614E-27,3.787972E-28,3.230737E-26,2.19289E-25,5.841298E-12,5.904474E-24,6394456,1.486506,52758150,1865.508
0.0104,1,2353.413,1.338135,0.9429343,1.795597E-22,0,8.73606E-05,0.0004374586,0.001768033,0.01955998,0.0007179304,0.001057356,2.366372E-07,1.582926E-09,0.005781305,0.02765608,1.887122E-15,2.104148E-17,1.239628E-18,9.112469E-20,6.688557E-19,1.049797E-20,1.321897E-09,5.652853E-13,1.167994E-18,7.575363E-20,2.353575E-21,1.850928E-23,1.061576E-22,5.592027E-28,2.05972E-29,9.165289E-35,2.941611E-37,7.01568E-20,1.029391E-20,6.267761E-27,3.11383E-28,2.981791E-26,2.027123E-25,5.645871E-12,5.712738E-24,6394950,1.486372,52758760,1823.583
0.0108,1,2356.372,1.339682,0.94303,1.795779E-22,0,8.603077E-05,0.0004216806,0.0017176,0.01952147,0.000713018,0.001069209,2.315909E-07,1.544703E-09,0.005657048,0.02778373,1.870259E-15,2.000575E-17,1.197824E-18,8.81437E-20,6.33099E-19,1.001899E-20,1.249831E-09,5.449873E-13,1.084952E-18,7.008271E-20,2.214358E-21,1.798956E-23,1.028758E-22,5.173606E-28,1.8885E-29,8.028469E-35,2.601866E-37,6.814704E-20,9.912599E-21,5.786223E-27,2.733576E-28,2.761046E-26,1.879492E-25,5.471915E-12,5.529902E-24,6395416,1.486246,52759310,1784.051
0.0112,1,2359.155,1.341136,0.94312,1.79595E-22,0,8.474749E-05,0.0004070212,0.001670564,0.01948488,0.000708204,0.001080396,2.268418E-07,1.508652E-09,0.005539664,0.02790431,1.852403E-15,1.905256E-17,1.158234E-18,8.531514E-20,6.006226E-19,9.581905E-21,1.184097E-09,5.260335E-13,1.010476E-18,6.501814E-20,2.087585E-21,1.748179E-23,9.973141E-23,4.797628E-28,1.736653E-29,7.056721E-35,2.311101E-37,6.622522E-20,9.558991E-21,5.358676E-27,2.410326E-28,2.564478E-26,1.747594E-25,5.31649E-12,5.355833E-24,6395855,1.486127,52759810,1746.718
0.0116,1,2361.777,1.342505,0.9432048,1.796113E-22,0,8.350969E-05,0.0003933731,0.001626601,0.01945007,0.0007034933,0.00109097,2.223664E-07,1.474609E-09,0.005428613,0.02801836,1.833782E-15,1.817396E-17,1.120754E-18,8.26322E-20,5.710285E-19,9.181688E-21,1.123979E-09,5.083059E-13,9.434682E-19,6.047943E-20,1.971866E-21,1.698756E-23,9.672198E-23,4.458926E-28,1.603314E-29,6.250238E-35,2.064999E-37,6.438841E-20,9.230341E-21,4.977535E-27,2.141534E-28,2.388744E-26,1.629388E-25,5.17713E-12,5.190311E-24,6396270,1.486015,52760270,1711.409
0.012,1,2364.25,1.343797,0.9432848,1.796266E-22,0,8.23161E-05,0.0003806419,0.001585431,0.01941692,0.0006988891,0.00110098,2.181438E-07,1.442424E-09,0.005323409,0.02812641,1.814591E-15,1.736282E-17,1.085276E-18,8.00879E-20,5.439779E-19,8.814082E-21,1.068859E-09,4.916995E-13,8.829938E-19,5.639869E-20,1.865995E-21,1.650797E-23,9.384408E-23,4.153049E-28,1.484907E-29,5.562436E-35,1.853254E-37,6.263341E-20,8.924243E-21,4.636468E-27,1.912151E-28,2.231052E-26,1.523137E-25,5.051752E-12,5.033052E-24,6396662,1.48591,52760690,1677.969
0.0124,1,2366.587,1.345018,0.9433604,1.796409E-22,0,8.116535E-05,0.0003687443,0.001546802,0.01938532,0.0006943934,0.001110467,2.141549E-07,1.411962E-09,0.005223618,0.02822888,1.794994E-15,1.66128E-17,1.051692E-18,7.767522E-20,5.191808E-19,8.47544E-21,1.018201E-09,4.761206E-13,8.282579E-19,5.271842E-20,1.768923E-21,1.604374E-23,9.109363E-23,3.876159E-28,1.379289E-29,4.972676E-35,1.670135E-37,6.09569E-20,8.638586E-21,4.330173E-27,1.715234E-28,2.089058E-26,1.427358E-25,4.938593E-12,4.883732E-24,6397033,1.48581,52761070,1646.258
0.0128,1,2368.798,1.346172,0.9434319,1.796544E-22,0,8.005601E-05,0.0003576065,0.001510495,0.01935518,0.0006900071,0.001119471,2.103825E-07,1.3831E-09,0.005128847,0.02832619,1.77513E-15,1.591822E-17,1.019898E-18,7.538726E-20,4.963881E-19,8.162631E-21,9.715376E-10,4.614853E-13,7.7858E-19,4.938966E-20,1.679733E-21,1.559528E-23,8.846615E-23,3.624937E-28,1.284709E-29,4.464122E-35,1.510965E-37,5.935551E-20,8.371505E-21,4.054183E-27,1.545226E-28,1.960779E-26,1.34078E-25,4.836151E-12,4.742005E-24,6397385,1.485716,52761420,1616.151
0.0132,1,2370.893,1.347266,0.9434997,1.796674E-22,0,7.898658E-05,0.0003471629,0.001476314,0.01932641,0.0006857303,0.001128027,2.068109E-07,1.355726E-09,0.005038743,0.02841869,1.755117E-15,1.527403E-17,9.897931E-19,7.321726E-20,4.753846E-19,7.872949E-21,9.284631E-10,4.477181E-13,7.333754E-19,4.637052E-20,1.597621E-21,1.516277E-23,8.595688E-23,3.3965E-28,1.199713E-29,4.023427E-35,1.371977E-37,5.782586E-20,8.121354E-21,3.804714E-27,1.397712E-28,1.844536E-26,1.26231E-25,4.743141E-12,4.607512E-24,6397720,1.485626,52761740,1587.533
0.0136,1,2372.881,1.348304,0.943564,1.796797E-22,0,7.79556E-05,0.0003373551,0.001444085,0.01929892,0.0006815625,0.001136165,2.034261E-07,1.329736E-09,0.004952984,0.02850673,1.735053E-15,1.467567E-17,9.612787E-19,7.115871E-20,4.559836E-19,7.604045E-21,8.886204E-10,4.347513E-13,6.921396E-19,4.362506E-20,1.521882E-21,1.47462E-23,8.356095E-23,3.188342E-28,1.123074E-29,3.639768E-35,1.250088E-37,5.636463E-20,7.88667E-21,3.578545E-27,1.269113E-28,1.738892E-26,1.191007E-25,4.65846E-12,4.47989E-24,6398038,1.485541,52762030,1560.302
0.014,1,2374.769,1.349289,0.9436251,1.796913E-22,0,7.696159E-05,0.0003281309,0.001413654,0.01927264,0.0006775025,0.001143914,2.00215E-07,1.305036E-09,0.004871278,0.0285906,1.715023E-15,1.411909E-17,9.342619E-19,6.920535E-20,4.380228E-19,7.353873E-21,8.51696E-10,4.225236E-13,6.544355E-19,4.112226E-20,1.451893E-21,1.434542E-23,8.127342E-23,2.998276E-28,1.053756E-29,3.304311E-35,1.142762E-37,5.496856E-20,7.66615E-21,3.372923E-27,1.156506E-28,1.642619E-26,1.126056E-25,4.581159E-12,4.358781E-24,6398340,1.48546,52762300,1534.364
0.0144,1,2376.564,1.350226,0.9436832,1.797024E-22,0,7.600309E-05,0.0003194436,0.001384879,0.01924749,0.0006735489,0.001151301,1.971658E-07,1.281541E-09,0.004793359,0.02867058,1.695095E-15,1.360064E-17,9.086543E-19,6.735121E-20,4.213598E-19,7.120643E-21,8.174134E-10,4.109796E-13,6.198837E-19,3.88353E-20,1.387105E-21,1.396016E-23,7.90894E-23,2.824387E-28,9.908745E-30,3.009794E-35,1.047896E-37,5.363452E-20,7.458631E-21,3.185484E-27,1.05749E-28,1.554659E-26,1.066751E-25,4.510414E-12,4.243836E-24,6398628,1.485383,52762560,1509.634
0.0148,1,2378.272,1.351117,0.9437385,1.797129E-22,0,7.50787E-05,0.000311251,0.001357637,0.01922341,0.0006697,0.001158348,1.942677E-07,1.259172E-09,0.004718985,0.02874692,1.675327E-15,1.311704E-17,8.843721E-19,6.559061E-20,4.058702E-19,6.902781E-21,7.855282E-10,4.000692E-13,5.881529E-19,3.674087E-20,1.327032E-21,1.359009E-23,7.700409E-23,2.664996E-28,9.336755E-30,2.750219E-35,9.63739E-38,5.235946E-20,7.263073E-21,3.014189E-27,9.700788E-29,1.474096E-26,1.012479E-25,4.445513E-12,4.134714E-24,6398903,1.48531,52762790,1486.034
0.0152,1,2379.9,1.351967,0.9437912,1.797229E-22,0,7.418703E-05,0.0003035153,0.001331813,0.01920033,0.0006659538,0.001165078,1.915109E-07,1.237857E-09,0.004647933,0.02881984,1.655769E-15,1.266534E-17,8.613362E-19,6.391817E-20,3.914441E-19,6.6989E-21,7.558232E-10,3.897467E-13,5.589535E-19,3.481865E-20,1.271239E-21,1.323479E-23,7.501277E-23,2.518628E-28,8.815097E-30,2.520601E-35,8.888265E-38,5.114046E-20,7.078542E-21,2.857274E-27,8.926239E-29,1.400139E-26,9.62703E-26,4.385834E-12,4.03109E-24,6399165,1.48524,52763000,1463.493
0.0156,1,2381.452,1.352777,0.9438414,1.797325E-22,0,7.332676E-05,0.0002962022,0.001307306,0.01917821,0.0006623083,0.001171511,1.888863E-07,1.21753E-09,0.004580001,0.02888955,1.636459E-15,1.22429E-17,8.394723E-19,6.232882E-20,3.779845E-19,6.507772E-21,7.281056E-10,3.799706E-13,5.320313E-19,3.305088E-20,1.219343E-21,1.289381E-23,7.311091E-23,2.383982E-28,8.33817E-30,2.316777E-35,8.219258E-38,4.997473E-20,6.904194E-21,2.713206E-27,8.237473E-29,1.332095E-26,9.16955E-26,4.330834E-12,3.932652E-24,6399416,1.485174,52763200,1441.946
0.016,1,2382.934,1.35355,0.9438893,1.797416E-22,0,7.24966E-05,0.0002892809,0.001284024,0.01915699,0.000658761,0.001177664,1.863854E-07,1.198129E-09,0.004514999,0.02895625,1.61743E-15,1.184732E-17,8.187104E-19,6.081775E-20,3.654055E-19,6.328307E-21,7.022032E-10,3.707032E-13,5.071626E-19,3.142198E-20,1.170999E-21,1.25667E-23,7.129411E-23,2.259909E-28,7.901122E-30,2.135252E-35,7.619951E-38,4.885961E-20,6.739271E-21,2.580648E-27,7.622926E-29,1.269361E-26,8.748241E-26,4.280036E-12,3.839106E-24,6399655,1.48511,52763380,1421.333
0.0164,1,2384.35,1.354288,0.9439352,1.797504E-22,0,7.169533E-05,0.0002827232,0.001261882,0.01913662,0.0006553098,0.001183555,1.840007E-07,1.179597E-09,0.004452758,0.02902012,1.598709E-15,1.147643E-17,7.98985E-19,5.938046E-20,3.536305E-19,6.159532E-21,6.779622E-10,3.619098E-13,4.841499E-19,2.991825E-20,1.125901E-21,1.225294E-23,6.955818E-23,2.145389E-28,7.499733E-30,1.97308E-35,7.081505E-38,4.779257E-20,6.583086E-21,2.45843E-27,7.072844E-29,1.211409E-26,8.35949E-26,4.233024E-12,3.750169E-24,6399885,1.48505,52763550,1401.599
0.0168,1,2385.703,1.354994,0.943979,1.797587E-22,0,7.092175E-05,0.0002765037,0.001240803,0.01911705,0.0006519522,0.001189198,1.817251E-07,1.161884E-09,0.004393117,0.02908131,1.580315E-15,1.112829E-17,7.802347E-19,5.801271E-20,3.425915E-19,6.000582E-21,6.552445E-10,3.535588E-13,4.628185E-19,2.852758E-20,1.083772E-21,1.195205E-23,6.789907E-23,2.039521E-28,7.130319E-30,1.827765E-35,6.596384E-38,4.677119E-20,6.435015E-21,2.345526E-27,6.578966E-29,1.157772E-26,8.00011E-26,4.189429E-12,3.665577E-24,6400104,1.484991,52763710,1382.692
0.0172,1,2386.998,1.355669,0.9440209,1.797667E-22,0,7.017473E-05,0.0002705989,0.001220718,0.01909825,0.0006486858,0.001194609,1.79552E-07,1.144941E-09,0.004335929,0.02913999,1.562267E-15,1.080112E-17,7.62402E-19,5.67105E-20,3.322274E-19,5.850676E-21,6.339263E-10,3.456212E-13,4.430132E-19,2.723928E-20,1.044366E-21,1.166351E-23,6.631294E-23,1.941501E-28,6.789655E-30,1.697185E-35,6.158141E-38,4.579319E-20,6.294493E-21,2.241032E-27,6.134263E-29,1.10804E-26,7.667287E-26,4.148924E-12,3.585081E-24,6400314,1.484936,52763860,1364.566
0.0176,1,2388.238,1.356316,0.944061,1.797744E-22,0,6.945319E-05,0.0002649878,0.001201563,0.01908018,0.0006455083,0.001199799,1.774754E-07,1.128724E-09,0.00428106,0.02919628,1.544576E-15,1.049332E-17,7.45433E-19,5.547011E-20,3.224837E-19,5.709118E-21,6.138959E-10,3.380704E-13,4.24596E-19,2.604386E-20,1.007459E-21,1.138683E-23,6.479612E-23,1.850613E-28,6.474905E-30,1.579526E-35,5.761237E-38,4.48564E-20,6.161003E-21,2.14415E-27,5.732734E-29,1.061849E-26,7.358526E-26,4.111223E-12,3.508444E-24,6400516,1.484883,52764000,1347.178
0.018,1,2389.426,1.356935,0.9440994,1.797817E-22,0,6.875609E-05,0.0002596509,0.00118328,0.01906279,0.0006424172,0.001204781,1.754898E-07,1.113191E-09,0.004228383,0.02925032,1.527251E-15,1.020342E-17,7.292774E-19,5.428803E-20,3.133113E-19,5.575276E-21,5.950528E-10,3.308819E-13,4.07444E-19,2.493289E-20,9.728511E-22,1.112151E-23,6.334514E-23,1.766217E-28,6.183572E-30,1.473236E-35,5.400897E-38,4.395876E-20,6.034075E-21,2.054172E-27,5.36923E-29,1.018877E-26,7.071613E-26,4.076067E-12,3.435445E-24,6400709,1.484831,52764130,1330.488
0.0184,1,2390.566,1.357529,0.9441363,1.797887E-22,0,6.808245E-05,0.0002545704,0.001165814,0.01904605,0.0006394102,0.001209567,1.735898E-07,1.098304E-09,0.004177781,0.02930223,1.510299E-15,9.930091E-18,7.13888E-19,5.316097E-20,3.046658E-19,5.448581E-21,5.773058E-10,3.240331E-13,3.914472E-19,2.389883E-20,9.403605E-22,1.086707E-23,6.195669E-23,1.687741E-28,5.913445E-30,1.376978E-35,5.072991E-38,4.309835E-20,5.913278E-21,1.970472E-27,5.039323E-29,9.788368E-27,6.804577E-26,4.043231E-12,3.365877E-24,6400895,1.484782,52764250,1314.457
0.0188,1,2391.659,1.358099,0.9441717,1.797955E-22,0,6.74313E-05,0.00024973,0.001149116,0.01902994,0.0006364849,0.001214166,1.717708E-07,1.084029E-09,0.004129145,0.02935212,1.493724E-15,9.672132E-18,6.99221E-19,5.208583E-20,2.965073E-19,5.32852E-21,5.605725E-10,3.175032E-13,3.765071E-19,2.293498E-20,9.098232E-22,1.062304E-23,6.062762E-23,1.614672E-28,5.662567E-30,1.289599E-35,4.773937E-38,4.227332E-20,5.798219E-21,1.892491E-27,4.739188E-29,9.414726E-27,6.555659E-26,4.01251E-12,3.299545E-24,6401073,1.484735,52764360,1299.051
0.0192,1,2392.708,1.358646,0.9442057,1.798019E-22,0,6.680176E-05,0.0002451148,0.001133142,0.01901442,0.0006336391,0.001218589,1.700282E-07,1.070331E-09,0.004082375,0.02940009,1.477527E-15,9.428436E-18,6.852349E-19,5.105975E-20,2.887997E-19,5.214623E-21,5.44778E-10,3.11273E-13,3.625354E-19,2.203532E-20,8.810901E-22,1.038896E-23,5.935498E-23,1.546551E-28,5.429197E-30,1.2101E-35,4.500612E-38,4.148193E-20,5.688535E-21,1.81973E-27,4.465509E-29,9.065554E-27,6.323288E-26,3.983723E-12,3.236266E-24,6401244,1.48469,52764460,1284.239
0.0196,1,2393.716,1.359171,0.9442383,1.798081E-22,0,6.619296E-05,0.0002407108,0.001117848,0.01899946,0.0006308704,0.001222845,1.68358E-07,1.057181E-09,0.004037375,0.02944625,1.46171E-15,9.197994E-18,6.718915E-19,5.008E-20,2.815101E-19,5.106466E-21,5.298543E-10,3.053247E-13,3.494524E-19,2.119444E-20,8.540262E-22,1.01644E-23,5.813593E-23,1.482962E-28,5.211786E-30,1.137612E-35,4.250292E-38,4.072254E-20,5.583894E-21,1.751744E-27,4.215405E-29,8.738804E-27,6.106055E-26,3.956706E-12,3.175869E-24,6401409,1.484647,52764560,1269.989
0.02,1,2394.685,1.359676,0.9442696,1.798141E-22,0,6.560408E-05,0.0002365053,0.001103196,0.01898504,0.0006281766,0.001226942,1.667562E-07,1.04455E-09,0.003994058,0.02949068,1.446269E-15,8.979884E-18,6.591546E-19,4.914405E-20,2.746088E-19,5.003661E-21,5.157394E-10,2.996419E-13,3.371866E-19,2.04075E-20,8.285084E-22,9.948923E-24,5.696783E-23,1.423531E-28,5.008947E-30,1.071379E-35,4.020592E-38,3.99936E-20,5.48399E-21,1.688131E-27,3.986362E-29,8.432631E-27,5.902697E-26,3.931315E-12,3.118194E-24,6401568,1.484605,52764650,1256.274
0.0204,1,2395.616,1.360162,0.9442998,1.798199E-22,0,6.503433E-05,0.0002324867,0.001089151,0.01897114,0.0006255556,0.001230887,1.652192E-07,1.032411E-09,0.003952342,0.02953346,1.431204E-15,8.77326E-18,6.469905E-19,4.824951E-20,2.680685E-19,4.905854E-21,5.023766E-10,2.942094E-13,3.256732E-19,1.967012E-20,8.044247E-22,9.742129E-24,5.584815E-23,1.367923E-28,4.81944E-30,1.01074E-35,3.809414E-38,3.929364E-20,5.388539E-21,1.628534E-27,3.776183E-29,8.145377E-27,5.712077E-26,3.907416E-12,3.063089E-24,6401720,1.484565,52764730,1243.068
0.0208,1,2396.512,1.360629,0.9443288,1.798254E-22,0,6.448298E-05,0.0002286439,0.001075678,0.01895772,0.0006230054,0.001234689,1.637436E-07,1.020739E-09,0.003912149,0.02957469,1.416511E-15,8.577348E-18,6.353677E-19,4.739416E-20,2.618645E-19,4.812721E-21,4.897143E-10,2.890129E-13,3.148537E-19,1.897836E-20,7.816729E-22,9.543624E-24,5.477451E-23,1.315831E-28,4.642152E-30,9.551159E-36,3.614915E-38,3.862127E-20,5.297282E-21,1.572628E-27,3.582941E-29,7.875547E-27,5.53317E-26,3.884893E-12,3.010414E-24,6401867,1.484526,52764810,1230.345
0.0212,1,2397.375,1.361078,0.9443567,1.798307E-22,0,6.39493E-05,0.0002249671,0.001062747,0.01894477,0.0006205237,0.001238353,1.623263E-07,1.009511E-09,0.003873408,0.02961442,1.402185E-15,8.391436E-18,6.242567E-19,4.65759E-20,2.559741E-19,4.723964E-21,4.777052E-10,2.840393E-13,3.04675E-19,1.832864E-20,7.601594E-22,9.353035E-24,5.374466E-23,1.266979E-28,4.476082E-30,9.039969E-36,3.435464E-38,3.797519E-20,5.209975E-21,1.520121E-27,3.404938E-29,7.621789E-27,5.365052E-26,3.863637E-12,2.960038E-24,6402009,1.484489,52764890,1218.084
0.0216,1,2398.206,1.361511,0.9443836,1.798358E-22,0,6.343262E-05,0.0002214467,0.001050329,0.01893227,0.0006181088,0.001241887,1.609644E-07,9.987048E-10,0.003836049,0.02965273,1.388221E-15,8.21487E-18,6.136297E-19,4.579277E-20,2.503767E-19,4.63931E-21,4.663057E-10,2.792763E-13,2.950889E-19,1.771773E-20,7.397988E-22,9.170002E-24,5.275646E-23,1.221118E-28,4.320328E-30,8.569346E-36,3.26962E-38,3.735415E-20,5.126397E-21,1.47075E-27,3.240681E-29,7.382877E-27,5.206886E-26,3.843553E-12,2.911835E-24,6402145,1.484454,52764960,1206.261
0.022,1,2399.006,1.361928,0.9444095,1.798408E-22,0,6.293229E-05,0.0002180741,0.001038397,0.01892019,0.0006157585,0.001245297,1.596551E-07,9.883003E-10,0.003800011,0.02968969,1.374613E-15,8.047047E-18,6.03461E-19,4.504292E-20,2.450531E-19,4.558509E-21,4.554761E-10,2.747126E-13,2.860517E-19,1.71427E-20,7.205128E-22,8.994184E-24,5.18079E-23,1.178018E-28,4.174077E-30,8.135327E-36,3.116104E-38,3.675698E-20,5.046338E-21,1.424275E-27,3.088846E-29,7.157701E-27,5.057915E-26,3.824551E-12,2.86569E-24,6402277,1.484419,52765020,1194.857
0.0224,1,2399.777,1.36233,0.9444345,1.798455E-22,0,6.244769E-05,0.0002148413,0.001026926,0.01890853,0.0006134711,0.001248588,1.583958E-07,9.782783E-10,0.003765232,0.02972535,1.361356E-15,7.887414E-18,5.937261E-19,4.432462E-20,2.39986E-19,4.481329E-21,4.451798E-10,2.703374E-13,2.775235E-19,1.660089E-20,7.022293E-22,8.825254E-24,5.089709E-23,1.137474E-28,4.03659E-30,7.734402E-36,2.973779E-38,3.618257E-20,4.969607E-21,1.380479E-27,2.948263E-29,6.945251E-27,4.917449E-26,3.806554E-12,2.821494E-24,6402404,1.484386,52765080,1183.854
0.0228,1,2400.521,1.362718,0.9444585,1.798501E-22,0,6.197822E-05,0.0002117408,0.001015894,0.01889725,0.0006112447,0.001251766,1.571841E-07,9.686206E-10,0.003731658,0.02975978,1.348442E-15,7.735458E-18,5.844024E-19,4.363625E-20,2.351591E-19,4.407556E-21,4.353828E-10,2.66141E-13,2.694679E-19,1.608985E-20,6.848823E-22,8.662902E-24,5.002221E-23,1.099297E-28,3.907201E-30,7.363458E-36,2.841632E-38,3.562987E-20,4.896023E-21,1.339165E-27,2.817889E-29,6.744607E-27,4.784865E-26,3.789488E-12,2.779146E-24,6402526,1.484354,52765140,1173.232
0.0232,1,2401.239,1.363091,0.9444817,1.798545E-22,0,6.152333E-05,0.0002087655,0.001005277,0.01888635,0.0006090775,0.001254835,1.560177E-07,9.593105E-10,0.003699233,0.02979303,1.335866E-15,7.590705E-18,5.754684E-19,4.297628E-20,2.305578E-19,4.336992E-21,4.260543E-10,2.621139E-13,2.618516E-19,1.560738E-20,6.684109E-22,8.50683E-24,4.918157E-23,1.063314E-28,3.785304E-30,7.019726E-36,2.718756E-38,3.50979E-20,4.82542E-21,1.300155E-27,2.696799E-29,6.55493E-27,4.659593E-26,3.773288E-12,2.738548E-24,6402644,1.484323,52765200,1162.975
0.0236,1,2401.931,1.363452,0.9445042,1.798588E-22,0,6.108248E-05,0.0002059089,0.000995057,0.01887581,0.0006069679,0.0012578,1.548945E-07,9.503319E-10,0.00366791,0.02982514,1.32362E-15,7.452718E-18,5.669041E-19,4.234326E-20,2.261684E-19,4.269455E-21,4.171654E-10,2.582474E-13,2.546442E-19,1.515146E-20,6.527592E-22,8.356757E-24,4.837356E-23,1.029369E-28,3.670346E-30,6.700737E-36,2.604344E-38,3.458571E-20,4.757642E-21,1.263282E-27,2.584166E-29,6.375456E-27,4.541112E-26,3.757894E-12,2.699612E-24,6402759,1.484293,52765250,1153.068
0.024,1,2402.599,1.3638,0.9445258,1.798629E-22,0,6.065515E-05,0.000203165,0.0009852132,0.01886562,0.0006049141,0.001260667,1.538124E-07,9.416699E-10,0.00363764,0.02985618,1.311697E-15,7.321093E-18,5.586906E-19,4.173586E-20,2.219782E-19,4.204775E-21,4.086895E-10,2.545336E-13,2.478179E-19,1.472024E-20,6.378755E-22,8.212413E-24,4.759666E-23,9.973164E-29,3.561827E-30,6.404285E-36,2.497668E-38,3.409241E-20,4.692543E-21,1.2284E-27,2.479249E-29,6.205483E-27,4.42895E-26,3.74325E-12,2.662253E-24,6402869,1.484264,52765300,1143.495
0.0244,1,2403.245,1.364136,0.9445467,1.798669E-22,0,6.024084E-05,0.000200528,0.0009757283,0.01885575,0.0006029146,0.001263438,1.527696E-07,9.333103E-10,0.003608378,0.02988618,1.300089E-15,7.195454E-18,5.508103E-19,4.11528E-20,2.179755E-19,4.142794E-21,4.006021E-10,2.509647E-13,2.41347E-19,1.431201E-20,6.237119E-22,8.073544E-24,4.684942E-23,9.670255E-29,3.459287E-30,6.128398E-36,2.398077E-38,3.361717E-20,4.629987E-21,1.195369E-27,2.381386E-29,6.044369E-27,4.322672E-26,3.729307E-12,2.626391E-24,6402976,1.484236,52765340,1134.241
0.0248,1,2403.868,1.364461,0.9445669,1.798707E-22,0,5.983909E-05,0.0001979926,0.0009665854,0.01884621,0.0006009677,0.001266118,1.517642E-07,9.252399E-10,0.003580084,0.02991519,1.28879E-15,7.075453E-18,5.432465E-19,4.059288E-20,2.141494E-19,4.083366E-21,3.928805E-10,2.475336E-13,2.352082E-19,1.392524E-20,6.102245E-22,7.939905E-24,4.613048E-23,9.383753E-29,3.362308E-30,5.871306E-36,2.304982E-38,3.315917E-20,4.569847E-21,1.164065E-27,2.289982E-29,5.891524E-27,4.221881E-26,3.716019E-12,2.591952E-24,6403079,1.484209,52765380,1125.294
0.0252,1,2404.471,1.364775,0.9445864,1.798744E-22,0,5.944945E-05,0.0001955538,0.0009577687,0.01883697,0.0005990721,0.001268711,1.507947E-07,9.17446E-10,0.003552716,0.02994325,1.277792E-15,6.960766E-18,5.359835E-19,4.005498E-20,2.1049E-19,4.026355E-21,3.855034E-10,2.442337E-13,2.293797E-19,1.355849E-20,5.973723E-22,7.811267E-24,4.543856E-23,9.112548E-29,3.270507E-30,5.631419E-36,2.217856E-38,3.271767E-20,4.512004E-21,1.134373E-27,2.204501E-29,5.746409E-27,4.126211E-26,3.703343E-12,2.558866E-24,6403178,1.484183,52765420,1116.641
