time(s),volume(cm3)
0,1
0.00034427332,1.0259348
0.013411208,1.0241764
0.013510398,1.1361141
0.013604026,1.1035592
0.013706282,0.98919875
0.014454776,0.98367093
0.014598016,1.0372615
0.015078041,0.98941559
0.015202644,1.0315529
0.038579142,1.06163
0.038752523,1.0146569
0.038911548,1.1310888
0.039120221,1.0103454
0.039850884,0.99661293
0.039947196,1.1195204
0.040517934,1.1782837
0.040672449,1.1508535
0.041103645,0.98700755
0.042625482,1.02028
0.043087663,0.96692063
0.043196691,1.1179924
0.043582449,1.0035941
0.044378511,0.95730421
0.044793946,1.0365052
0.044882592,1.1499608
0.045211294,1.1233666
0.045393569,1.1449962
0.045510005,0.98917213
0.046057637,0.98903323
0.046248582,1.1590742
0.046791015,1.0081769
0.047812995,1.0071857
0.047958434,1.1219893
0.050162067,1.1056015
0.050208619,1.087898
0.050306268,0.97943921
0.051383255,0.98915189
0.051746693,1.0086865
0.052342725,1.2013534
0.052590071,1.0089404
0.053510122,0.99395897
0.053724633,1.1359046
0.054040713,1.0900132
0.054154234,0.94740735
0.054261308,1.0506824
0.057994012,0.98562269
0.058602804,1.0021784
0.058685442,1.0868612
0.05962941,0.97784794
0.059752695,1.137663
0.060003884,1.1547994
0.060158489,0.98777668
0.06055272,1.0036258
0.061558564,1.1827393
0.062925699,0.98141339
0.06334372,1.0042993
0.063427922,1.1030505
0.064093612,0.96788705
0.067596517,1.0441022
0.067653292,1.1049166
0.06786182,1.126687
0.06811405,0.97368883
0.068386741,1.0251732
0.068483613,0.99168019
0.069937769,1.1515933
0.07019493,1.1247219
0.070261344,1.0661562
0.070398778,1.1549022
0.070497316,1.0156654
0.070621748,0.97851962
0.072299198,1.0271327
0.072356707,1.098386
0.078959483,0.99181456
0.079078547,1.1400947
0.080994413,0.9465385
0.081196263,1.0470963
0.081296624,1.1611266
0.08173795,1.1118296
0.081801124,1.0204329
0.088144186,0.90150559
0.088243534,0.82315065
0.088439442,0.84887506
0.088597225,0.8004473
0.089320702,0.81215408
0.090868582,0.68028416
0.091107422,0.65881742
0.091174245,0.69378507
0.094328637,0.50963656
0.096652033,0.35309838
0.098008146,0.26296039
0.098982229,0.20163105
0.10024604,0.13305346
0.10107192,0.12103717
0.10622511,0.12806363
0.12182959,0.13411161
0.16292248,0.14216165
0.22194385,0.14942261
0.31605005,0.15740249
0.49884608,0.16886167
0.49995,0.16814568
